StdReturn,Time,ItrTime,LossBefore,Entropy,MaxKL,MeanKL,MaxReturn,Perplexity,LossAfter,ExplainedVariance,AverageReturn,MinReturn,TotalExecTime,NumTrajs,AveragePolicyStd
15.612494996,6.630072355270386,6.630074977874756,-0.00677031,2.57184,7.72362,0.400541,100.0,13.0899,-0.060094,0.0181006765026,2.5,0.0,6.57491135597229,40,0.876188
115.515150521,12.493852615356445,5.859952449798584,0.0274683,2.56507,5.43263,0.0757383,500.0,13.0015,-0.00345605,0.0645954598977,37.5,0.0,5.783137083053589,40,0.873331
153.622914957,17.245853185653687,4.747189998626709,-0.00290822,2.5788,1.73048,0.0179728,600.0,13.1813,-0.0150815,0.0605739357868,80.0,0.0,4.716639280319214,40,0.879601
261.533936612,21.685914516448975,4.435439109802246,0.00893153,2.57735,3.50917,0.0547847,900.0,13.1622,-0.0230968,0.170428171281,210.0,0.0,4.398041725158691,40,0.878788
374.15738667,27.125902891159058,5.4347734451293945,0.0172829,2.58181,48.8297,0.218855,1400.0,13.2211,-0.00807883,0.242186448528,527.5,0.0,5.395954370498657,40,0.88099
648.382603098,33.55618691444397,6.426265716552734,-0.0106846,2.59046,5.29663,0.0681334,3200.0,13.3358,-0.043523,0.317400755581,1210.0,200.0,6.3950300216674805,40,0.884842
637.49509802,39.9431574344635,6.382119417190552,-0.0339449,2.58511,5.80134,0.144674,3600.0,13.2648,-0.0710015,0.565387610598,1910.0,700.0,6.3179357051849365,40,0.882426
