MeanKL,1Perplexity,MeanKLBefore,1ProcessExecTime,1StdReturn,0Perplexity,0ProcessExecTime,0MinReturn,1NumTrajs,0MaxReturn,1ExplainedVariance,ItrTime,1AverageReturn,0AveragePolicyStd,ComputeUpdatedDistTime,0StdReturn,0EnvExecTime,0AverageReturn,1MinReturn,1AveragePolicyStd,0ExplainedVariance,1PolicyExecTime,0Entropy,LossAfter,0PolicyExecTime,1MaxReturn,dLoss,Time,1Entropy,0NumTrajs,LossBefore,1EnvExecTime
0.00651535857469,17.0013,-4.34738200994e-09,1.2997071743011475,559.143181573,17.0795,1.2417690753936768,0.0,2000,2700.0,0.151885201066,194.00492143630981,216.55,1.0,0.969735860824585,435.026148639,33.5589394569397,136.5,0.0,0.997714,0.0949296497955,69.70212006568909,2.83788,-0.00628033326939,44.37268137931824,2700.0,0.0062803348992,194.00491857528687,2.83329,2000,1.62981450558e-09,35.93601751327515
0.00972388777882,17.0501,8.26547985611e-09,1.2712149620056152,643.618675925,17.0397,1.3237240314483643,0.0,2000,2600.0,0.162315287747,205.90317225456238,275.0,0.99884,0.12081789970397949,459.31906122,35.25818920135498,156.0,0.0,0.999164,0.103948604891,71.85785055160522,2.83554,-0.00710114277899,54.76456022262573,2800.0,0.00710114301182,404.066059589386,2.83616,2000,2.32830643654e-10,35.2580840587616
0.00654520653188,17.0379,2.36323050018e-08,1.3170008659362793,641.427501749,17.101,1.3263955116271973,0.0,2000,2800.0,0.146081608026,204.8353853225708,277.4,1.00072,0.12852144241333008,445.118759434,35.247387170791626,142.3,0.0,0.998837,0.0984077800914,74.36719107627869,2.83914,-0.00481020566076,50.598018646240234,2800.0,0.00481020775624,613.5080065727234,2.83544,2000,2.09547579288e-09,35.7148072719574
0.00823510065675,16.8829,-3.25962212777e-09,1.3884449005126953,610.924248578,16.9418,1.3372128009796143,0.0,2000,2700.0,0.1568478542,212.15095233917236,248.75,0.996121,0.11015868186950684,456.461509878,35.4645836353302,148.3,0.0,0.994408,0.0988348655903,79.69356107711792,2.82978,-0.00510167051107,50.53569841384888,2800.0,0.0051016701982,830.3053843975067,2.8263,2000,-3.1286617741e-10,37.49830460548401
0.00670835934579,16.353,-8.14908474034e-10,1.544271469116211,695.583925562,16.4032,1.4681599140167236,0.0,2000,2700.0,0.181883817677,239.10357451438904,317.55,0.980163,0.12044310569763184,453.996960342,38.61730241775513,147.4,0.0,0.978627,0.0991698565921,89.37363791465759,2.79748,-0.00366230681539,59.6344108581543,2800.0,0.00366230367217,1074.2318894863129,2.79441,2000,-3.14321368933e-09,41.130226612091064
0.00850478652865,15.8365,-2.32831087743e-09,1.9459211826324463,657.932426241,15.8941,1.6089973449707031,0.0,2000,2600.0,0.159789259396,252.87628149986267,296.85,0.964878,0.1776881217956543,506.581000433,41.24468660354614,183.7,0.0,0.963124,0.103828817139,94.3268826007843,2.76595,-0.00267481338233,57.02789926528931,2900.0,0.00267481175251,1332.4048030376434,2.76232,2000,-1.62981450558e-09,48.305455923080444
0.00678792595863,15.6961,1.11022302463e-16,1.7014634609222412,705.259099551,15.7593,1.7912604808807373,0.0,2000,2600.0,0.17604272359,244.76339483261108,323.55,0.960821,0.13540363311767578,506.679227914,46.57679843902588,179.6,0.0,0.958868,0.100448843983,85.98914194107056,2.75743,-0.0047780489549,56.45964860916138,2900.0,0.00477805102128,1583.0874032974243,2.75341,2000,2.06637196243e-09,44.7710382938385
0.00692115584388,15.3814,-4.19094980941e-09,1.433021068572998,661.206803882,15.3822,1.5690670013427734,0.0,2000,2800.0,0.144414510902,232.68577003479004,296.75,0.949141,0.1252889633178711,479.702446836,41.023396492004395,160.75,0.0,0.949106,0.101263948965,81.07572531700134,2.73321,-0.00438101217151,60.09840488433838,2800.0,0.00438101019245,1821.8604819774628,2.73316,2000,-1.97906047106e-09,38.8245964050293
0.00498622329906,15.2389,-1.86264603741e-09,1.440535545349121,672.530071818,15.2369,1.459669828414917,0.0,2000,2700.0,0.143014866384,225.27044868469238,306.95,0.944628,0.10245394706726074,507.600509752,37.98184275627136,180.85,0.0,0.944686,0.101571058715,79.86537957191467,2.72372,-0.00278391782194,59.771016120910645,2900.0,0.00278391817119,2052.0103027820587,2.72385,2000,3.49245965481e-10,38.45513939857483
0.00779774226248,14.8428,3.35276126862e-08,1.4180419445037842,708.768423041,14.9341,1.4265053272247314,0.0,2000,2700.0,0.161854381056,226.5795509815216,333.65,0.935189,0.13089919090270996,546.167078374,37.925009965896606,205.15,0.0,0.932365,0.113451617469,78.12089204788208,2.70364,-0.00576042849571,62.306787729263306,2800.0,0.00576042781904,2283.32572555542,2.69752,2000,-6.76664058119e-10,38.989160776138306
