AverageReturn,Perplexity,TotalExecTime,Entropy,MaxKL,LossBefore,StdReturn,MeanKL,ExplainedVariance,AveragePolicyStd,MaxReturn,MinReturn,LossAfter,Time,ItrTime,NumTrajs
67.5,5.67789,6.823682546615601,1.73658,2.85157,-0.000239218,114.864050077,0.510349,0.193169162642,0.58088,500.0,0.0,-0.0768593,6.913034439086914,6.913037061691284,40
540.0,5.67653,7.187666893005371,1.73634,0.0610317,0.0165121,209.523268398,0.0293496,0.672842159421,0.580037,1100.0,0.0,-0.00277334,14.207863092422485,7.29238224029541,40
707.5,5.72359,6.30903434753418,1.7446,0.430418,0.00234875,327.404566248,0.142931,0.564055548948,0.582739,1400.0,0.0,-0.040908,20.6072781085968,6.396509885787964,40
2165.0,5.73031,5.858827352523804,1.74577,0.901448,-0.00232064,642.864682495,0.257056,0.606969047708,0.583615,3400.0,1000.0,-0.0706804,26.523233890533447,5.902971982955933,40
5770.0,5.72367,5.891534805297852,1.74461,0.972364,-0.0412638,587.877538268,0.373371,0.908403092663,0.583356,7100.0,4200.0,-0.135783,32.51320171356201,5.983506679534912,40
7467.5,5.60679,6.271109342575073,1.72398,0.152759,-0.0505479,242.267930193,0.0551862,0.990747457033,0.576926,8100.0,6700.0,-0.0658146,38.90601086616516,6.385222673416138,40
7597.5,5.46686,5.998948812484741,1.6987,0.482437,-0.0476377,178.167758026,0.121207,0.994368910099,0.569939,7900.0,7200.0,-0.0732302,44.98386597633362,6.068147420883179,40
