MinReturn,LossAfter,LossBefore,AveragePolicyStd,MaxKL,ExplainedVariance,MeanKL,AverageReturn,ItrTime,NumTrajs,Entropy,Perplexity,Time,MaxReturn,TotalExecTime,StdReturn
0.0,-0.054852,-0.0227948,0.917354,2.4929,0.723993744344,0.248312,815.0,6.853351354598999,20,2.64941,14.1457,6.853344917297363,1300.0,6.794722318649292,369.154439226
1000.0,-0.0377761,-0.0171656,0.906401,0.517846,0.898773333694,0.0580764,1140.0,6.804176330566406,20,2.62662,13.827,13.672337770462036,1500.0,6.730257987976074,120.0
900.0,0.00794253,0.017233,0.902919,0.161004,0.894982002404,0.0252866,1270.0,6.80831503868103,20,2.61804,13.7088,20.491810083389282,1700.0,6.7787086963653564,190.0
900.0,-0.00941102,-0.000102231,0.90725,0.20929,0.871022900102,0.0136571,1215.0,6.59899640083313,20,2.62665,13.8274,27.101794719696045,1700.0,6.542696475982666,219.715725427
1000.0,0.000942464,0.0128784,0.907565,0.609142,0.891660441632,0.0376747,1270.0,6.2115068435668945,20,2.6266,13.8267,33.31864857673645,1700.0,6.166421175003052,176.351920885
1100.0,-0.00839618,0.00700732,0.910222,0.177028,0.830241914659,0.0376194,1500.0,6.458329439163208,20,2.63304,13.916,39.78576111793518,2500.0,6.4208056926727295,366.060104354
1200.0,-0.0079601,0.00793547,0.911768,0.139615,0.794429552869,0.0438516,1905.0,6.57782506942749,20,2.63655,13.9649,46.36991047859192,3200.0,6.542828798294067,521.032628537
