MinReturn,ExplainedVariance,LossBefore,AveragePolicyStd,Entropy,ItrTime,MeanKL,StdReturn,MaxReturn,LossAfter,NumTrajs,TotalExecTime,AverageReturn,Time,MaxKL,Perplexity
0.0,1,-0.0,0.870797,2.5608,21.070579051971436,0.0,0.0,0.0,-0.0,20,20.986612796783447,0.0,21.070576906204224,0.0,12.9461
0.0,1,-0.0,0.870797,2.5608,21.632074117660522,0.0,0.0,0.0,-0.0,20,21.569141626358032,0.0,42.710806369781494,0.0,12.9461
0.0,1,-0.0,0.870797,2.5608,21.347604751586914,0.0,0.0,0.0,-0.0,20,21.251435041427612,0.0,64.06304717063904,0.0,12.9461
0.0,1,-0.0,0.870797,2.5608,19.3403103351593,0.0,0.0,0.0,-0.0,20,19.29964542388916,0.0,83.40551471710205,0.0,12.9461
0.0,1,-0.0,0.870797,2.5608,18.907142400741577,0.0,0.0,0.0,-0.0,20,18.85530662536621,0.0,102.31928443908691,0.0,12.9461
0.0,1,-0.0,0.870797,2.5608,20.12411594390869,0.0,0.0,0.0,-0.0,20,20.071728467941284,0.0,122.44993829727173,0.0,12.9461
0.0,1,-0.0,0.870797,2.5608,18.991193056106567,0.0,0.0,0.0,-0.0,20,18.95502257347107,0.0,141.44741702079773,0.0,12.9461
