AveragePolicyStd,MaxReturn,MinReturn,Entropy,TotalExecTime,LossAfter,StdReturn,MeanKL,Time,MaxKL,ExplainedVariance,NumTrajs,ItrTime,AverageReturn,LossBefore,Perplexity
0.58088,3900.0,800.0,1.73658,6.034596681594849,-0.15656,704.556598152,2.03947,6.1324498653411865,6.25209,0.577741138228,40,6.132453203201294,2360.0,0.0162673,5.67789
0.586335,6800.0,4100.0,1.75285,6.702240228652954,-0.182359,615.827695058,0.877701,12.893029928207397,2.09657,0.871779398499,40,6.757309675216675,5302.5,-0.0274357,5.77101
0.581655,8100.0,5700.0,1.73913,6.037435293197632,-0.0327805,426.255498498,0.0510508,18.97035574913025,0.126556,0.983904681066,40,6.072425365447998,7407.5,-0.0160656,5.69238
0.579254,8000.0,7000.0,1.7311,5.948073387145996,-0.0514068,229.333272771,0.0144716,24.96497344970703,0.0783477,0.995556406945,40,5.986292123794556,7587.5,-0.0406516,5.64684
0.573282,8000.0,5100.0,1.71077,6.023573160171509,-0.033123,479.687398208,0.0418208,31.03234553337097,0.244969,0.980379990205,40,6.060671329498291,7470.0,-0.00964502,5.53322
0.571937,8100.0,6200.0,1.70595,6.0177390575408936,-0.091372,305.941170816,0.193441,37.10597825050354,0.71104,0.993334204329,40,6.069869041442871,7630.0,-0.0357292,5.5066
0.567094,8100.0,2400.0,1.68808,5.898712396621704,-0.0313041,859.327498687,0.02534,43.11256003379822,0.294322,0.96045661464,40,5.996975898742676,7617.5,-0.0182837,5.4091
