NumTrajs,StdReturn,ItrTime,MaxKL,LossBefore,Time,Entropy,Perplexity,MaxReturn,AverageReturn,TotalExecTime,MeanKL,LossAfter,MinReturn,ExplainedVariance,AveragePolicyStd
20,1763.31364198,16.801112174987793,3.20332,0.0143152,16.801107168197632,2.67957,14.5788,6500.0,1115.0,16.691678524017334,0.156595,-0.0176945,0.0,0.27719802001,0.92455
20,7727.63870791,16.26936411857605,0.198218,-0.00443178,33.075278520584106,2.69388,14.789,23300.0,11960.0,16.093262910842896,0.0510505,-0.0256093,0.0,0.64993734208,0.931354
20,13495.2584266,16.78741216659546,0.793816,-0.00224039,49.89202523231506,2.69167,14.7562,34100.0,17800.0,16.617467403411865,0.0269095,-0.0140673,0.0,0.819976033781,0.930472
20,8285.07091098,16.171120405197144,0.441665,-0.0195565,66.06804609298706,2.69054,14.7397,37700.0,30640.0,16.09938931465149,0.0370936,-0.0321917,0.0,0.80144397073,0.929787
20,2398.59854915,16.543168544769287,0.388822,-0.0180153,82.61403203010559,2.68077,14.5963,41200.0,37335.0,16.42167377471924,0.0393646,-0.0345302,32400.0,0.883235373026,0.92507
20,2867.31145849,16.305861234664917,0.75357,-0.0126238,98.93010091781616,2.67176,14.4654,42000.0,37855.0,16.188546419143677,0.0821467,-0.0307093,30100.0,0.880182925873,0.920918
20,2566.02318774,16.60493803024292,1.03916,-0.0202356,115.54779052734375,2.66545,14.3744,40300.0,35605.0,16.433590412139893,0.264797,-0.0772741,29600.0,0.825291556347,0.91785
