Perplexity,MaxReturn,StdReturn,TotalExecTime,NumTrajs,Time,AverageReturn,MaxKL,LossAfter,LossBefore,ExplainedVariance,MinReturn,Entropy,MeanKL,AveragePolicyStd,ItrTime
17.0795,100.0,21.7944947177,16.180725574493408,20,16.450487852096558,5.0,2992.59,6.93983,0.0154541,0.138655237223,0.0,2.83788,49.3936,1.0,16.450494050979614
17.3455,0.0,0.0,15.510703086853027,20,32.214171171188354,0.0,0.0,-0.0,-0.0,1,0.0,2.85333,0.0,1.00778,15.748764991760254
17.3455,600.0,130.766968306,15.271915435791016,20,47.683714389801025,30.0,1.38803,-0.00974829,-0.00807994,0.141687941754,0.0,2.85333,0.0166184,1.00778,15.450584173202515
17.2755,0.0,0.0,17.00434374809265,20,64.99838161468506,0.0,0.0,-0.0,-0.0,1,0.0,2.84929,0.0,1.00578,17.29034113883972
17.2755,300.0,65.3834841531,17.021409273147583,20,82.27665638923645,15.0,3700.64,5.99996,0.0123721,0.225653265091,0.0,2.84929,84.3181,1.00578,17.274608850479126
17.3827,800.0,174.642491966,18.08180594444275,20,100.63810682296753,50.0,239.221,0.284727,-0.0169166,0.127756840647,0.0,2.85548,1.97842,1.0089,18.32694363594055
17.2363,0.0,0.0,15.940199851989746,20,116.83977794647217,0.0,0.0,-0.0,-0.0,1,0.0,2.84702,0.0,1.0047,16.16829490661621
