AverageReturn,MeanKL,Entropy,TotalExecTime,Perplexity,LossAfter,LossBefore,StdReturn,MinReturn,AveragePolicyStd,ItrTime,ExplainedVariance,Time,MaxReturn,NumTrajs,MaxKL
2870.0,0.332034,2.73374,7.282313108444214,15.3903,-0.0252452,0.0229097,1893.43603008,0.0,0.949513,7.3644537925720215,0.199971362564,7.364449739456177,6800.0,20,1.20985
15565.0,0.062732,2.75665,7.3494062423706055,15.747,-0.024695,0.000247397,4644.70397334,0.0,0.960288,7.46529483795166,0.602170567665,14.834781646728516,21300.0,20,0.284931
17565.0,0.0873063,2.75677,8.106820344924927,15.7489,-0.0480849,-0.0222322,3361.58816633,10200.0,0.960309,8.16116714477539,0.831634508732,23.000030994415283,21500.0,20,0.433553
17700.0,0.100399,2.74566,8.142821311950684,15.5748,-0.0600301,-0.01188,3894.0980984,9200.0,0.955022,8.206569194793701,0.862604200197,31.210398197174072,21600.0,20,1.28649
15385.0,0.0875947,2.73972,7.832051515579224,15.4826,-0.0165634,0.00687502,6322.6794162,0.0,0.952165,7.896756887435913,0.862505350765,39.1358540058136,22000.0,20,0.33642
18360.0,0.0593216,2.74315,8.089720487594604,15.5359,-0.0533094,-0.0321572,5028.45900848,0.0,0.953792,8.143295288085938,0.857248997415,47.295132875442505,21600.0,20,0.279058
17800.0,0.0454627,2.72707,8.224706411361694,15.2881,-0.0288765,-0.0122445,2743.90233062,14100.0,0.946124,8.271368741989136,0.8769597399,55.58320713043213,21600.0,20,0.23794
