MinReturn,ItrTime,StdReturn,LossBefore,AveragePolicyStd,NumTrajs,MaxReturn,ExplainedVariance,AverageReturn,TotalExecTime,LossAfter,Perplexity,Time,MeanKL,Entropy,MaxKL
0.0,17.236997604370117,47.6969600708,0.0085609,0.999438,20,200.0,0.105753159112,15.0,16.926555633544922,0.00717499,17.0561,17.236992120742798,0.00386339,2.83651,0.31287
0.0,17.59834361076355,326.917420766,0.000208069,1.00368,20,1500.0,0.0865911278746,75.0,17.36670184135437,0.000865176,17.2028,34.865920543670654,0.0273139,2.84507,2.67582
0.0,16.561135053634644,21.7944947177,0.0259444,1.00378,20,100.0,0.0660308308736,5.0,16.340698719024658,0.0181216,17.2046,51.440988063812256,0.622038,2.84518,54.1122
0.0,16.435888290405273,131.909059583,-0.0136824,1.01042,20,600.0,0.133580557023,40.0,16.291038274765015,0.121201,17.4292,67.89785265922546,3.08037,2.85815,213.577
0.0,15.417685270309448,43.5889894354,-0.014909,1.00701,20,200.0,0.0738914656383,10.0,15.334996223449707,-2.49564,17.3104,83.35822439193726,20.5383,2.85131,1373.77
0.0,17.520384311676025,415.812457726,-0.0269928,1.00338,20,1900.0,0.114785579711,110.0,17.374217987060547,-0.0293096,17.1818,100.91748046875,0.00220406,2.84385,0.15453
0.0,16.1683132648468,0.0,-0.0,0.996573,20,0.0,1,0.0,16.033523082733154,-0.0,16.9515,117.11176228523254,0.0,2.83036,0.0
