TotalExecTime,LossBefore,MaxKL,AverageReturn,Entropy,ItrTime,LossAfter,Perplexity,MeanKL,AveragePolicyStd,MaxReturn,NumTrajs,MinReturn,StdReturn,Time,ExplainedVariance
4.847601413726807,-0.0114296,48.8262,1107.5,2.40341,4.905235290527344,-0.25174,11.0609,1.5748,0.805297,2200.0,40,200.0,476.123670909,4.905231714248657,0.393796616406
4.742250442504883,-0.0146471,2.64772,4037.5,2.39198,4.830542325973511,-0.138146,10.9351,0.44742,0.801523,6000.0,40,2400.0,831.170108943,9.739122152328491,0.731222021346
6.332209348678589,0.00525759,5.82029,4940.0,2.38466,6.372197866439819,-0.137455,10.8554,0.590551,0.798764,7100.0,40,2700.0,1015.33245787,16.1162531375885,0.793408157563
4.751295804977417,0.0114348,3.09838,4745.0,2.38729,4.79465913772583,-0.117575,10.8839,0.47928,0.799645,6700.0,40,2600.0,985.887924665,20.91642665863037,0.751046623876
4.646516799926758,-0.00277979,4.67464,5547.5,2.39301,4.689403295516968,-0.0673516,10.9463,0.23123,0.801877,7600.0,40,4000.0,826.43435916,25.61405324935913,0.830148390795
4.8717193603515625,-0.0504171,1.61035,6290.0,2.39161,4.916770696640015,-0.0865643,10.9311,0.0977674,0.801116,8100.0,40,4900.0,668.13172354,30.54060649871826,0.913334494124
5.234231233596802,-0.0544102,2.03521,6830.0,2.36641,5.2699055671691895,-0.0925177,10.659,0.119471,0.790732,8200.0,40,4900.0,717.70467464,35.81904673576355,0.918986539744
