NumTrajs,TotalExecTime,LossBefore,MinReturn,Perplexity,MaxKL,MaxReturn,AverageReturn,LossAfter,ExplainedVariance,StdReturn,ItrTime,MeanKL,AveragePolicyStd,Time,Entropy
20,13.336127758026123,0.0130908,0.0,21.7921,4.72378,2000.0,340.0,0.00676334,0.27881824283,636.710295189,13.436833381652832,0.0197359,1.12957,13.436826229095459,3.08155
20,14.02584433555603,0.030656,0.0,22.0793,0.0324772,5600.0,800.0,0.028843,0.229032121556,1197.49739039,14.097800970077515,0.000964419,1.13702,27.538174867630005,3.09464
20,12.503046751022339,0.0140672,0.0,22.4203,2.53112,2600.0,595.0,0.0122549,0.310211459436,776.836533641,12.593479633331299,0.0139262,1.14575,40.13935971260071,3.10997
20,12.62065601348877,0.00584504,0.0,22.5786,0.468052,2500.0,570.0,0.00399981,0.358571517221,720.485947122,12.657111644744873,0.00148882,1.14977,52.811721086502075,3.117
20,12.836259365081787,-0.00788435,0.0,22.6446,0.120554,1800.0,415.0,-0.00947575,0.330473511756,489.157438868,12.903053760528564,0.00159201,1.15145,65.71786952018738,3.11992
20,13.05873155593872,0.00580991,0.0,22.5556,0.95657,4100.0,745.0,0.00137194,0.181933115194,1023.95068241,13.107714653015137,0.0101229,1.14919,78.83561086654663,3.11598
20,13.358824968338013,0.000572626,0.0,22.6212,0.680142,1700.0,570.0,-0.0037671,0.397967490752,635.688603013,13.42536473274231,0.0070377,1.15086,92.26647615432739,3.11889
