Perplexity,MinReturn,TotalExecTime,ItrTime,MeanKL,Time,MaxKL,StdReturn,MaxReturn,Entropy,AverageReturn,AveragePolicyStd,LossAfter,ExplainedVariance,NumTrajs,LossBefore
16.3558,0.0,7.198496103286743,7.301991701126099,0.973152,7.301987648010254,25.0813,530.471488395,2300.0,2.79458,1010.0,0.982009,-0.125472,0.290735588551,40,0.0168927
16.6345,300.0,6.908226251602173,6.993588924407959,0.0914128,14.30065107345581,5.29808,1541.42790944,5200.0,2.81148,2700.0,0.989015,-0.0292577,0.560375270971,40,0.00572795
16.6822,0.0,7.162259578704834,7.194209814071655,0.104906,21.49756693840027,7.8915,1780.09655637,6000.0,2.81434,2702.5,0.990691,-0.0420411,0.56645146256,40,-0.00487892
16.6415,0.0,7.1902947425842285,7.227357387542725,0.21946,28.734994888305664,30.8396,998.548947223,5500.0,2.8119,3380.0,0.989914,-0.106884,0.638641763922,40,-0.0411129
16.3029,1500.0,7.011254787445068,7.057765960693359,0.239862,35.79841065406799,25.6291,867.626071531,5000.0,2.79134,3335.0,0.979348,-0.0926416,0.649846275239,40,-0.0321529
16.0429,100.0,7.250136852264404,7.37813138961792,0.0829188,43.18215465545654,6.175,1145.57572862,5500.0,2.77527,3462.5,0.971492,-0.053876,0.635536151301,40,-0.0212162
15.8736,500.0,7.42712664604187,7.568413496017456,0.189985,50.75497770309448,18.321,1070.04672795,5500.0,2.76466,3950.0,0.966186,-0.0840798,0.678648706971,40,-0.0410659
