AverageReturn,StdReturn,MaxKL,MinReturn,AveragePolicyStd,Entropy,Perplexity,ItrTime,MaxReturn,Time,TotalExecTime,ExplainedVariance,LossBefore,NumTrajs,LossAfter,MeanKL
18.85,135.571669238,0.0237317,0.0,0.991891,2.82159,16.8035,96.34088206291199,1700.0,96.34087824821472,96.03697061538696,0.254031154642,-0.000609751,2000,-0.00448036,0.00445782
