Entropy,LossBefore,Perplexity,AverageReturn,LossAfter,AveragePolicyStd,MaxKL,MinReturn,MeanKL,StdReturn,ExplainedVariance,TotalExecTime,NumTrajs,Time,MaxReturn,ItrTime
2.73374,0.0147238,15.3903,160.0,-0.0274214,0.949513,0.931701,0.0,0.220017,146.287388383,0.464788331343,8.411009550094604,20,8.494240760803223,400.0,8.494247674942017
2.74846,0.00789011,15.6186,360.0,0.00206982,0.956376,0.135781,300.0,0.00687903,58.3095189485,0.903478029597,8.945058107376099,20,17.490952730178833,500.0,8.992668151855469
2.75241,0.00943603,15.6803,430.0,0.00454831,0.958247,0.0386159,300.0,0.00533762,78.1024967591,0.89865041126,8.894394397735596,20,26.4917254447937,600.0,8.99532175064087
2.75713,-0.00630198,15.7545,400.0,-0.0108684,0.960562,0.0494093,300.0,0.00696996,70.7106781187,0.899207072728,9.365745544433594,20,35.89917707443237,500.0,9.404287815093994
2.75397,0.0199089,15.7049,740.0,0.0116054,0.959059,0.465722,300.0,0.0288633,866.833317311,0.307015378166,8.828267335891724,20,44.78310966491699,3700.0,8.877186298370361
2.76393,-0.027512,15.862,1375.0,-0.0396276,0.963859,0.223368,0.0,0.0536558,1762.34928434,0.279526254528,9.412358045578003,20,54.261534690856934,7700.0,9.470876216888428
2.75017,-0.0106552,15.6453,8015.0,-0.0218205,0.957229,0.116354,600.0,0.0243094,8106.49585209,0.648858079637,9.197612285614014,20,63.541284799575806,22100.0,9.263433694839478
