Perplexity,ItrTime,AverageReturn,LossBefore,MaxKL,NumTrajs,Entropy,ExplainedVariance,Time,StdReturn,MeanKL,AveragePolicyStd,MinReturn,TotalExecTime,LossAfter,MaxReturn
21.7921,28.254758596420288,905.0,0.00601209,0.862224,20,3.08155,0.443071214583,28.254753589630127,1149.55426144,0.00747606,1.12957,0.0,28.063438892364502,0.00208247,4000.0
21.9235,26.031554698944092,1025.0,-0.0118864,4.44659,20,3.08756,0.291420027031,54.29270672798157,1159.6874579,0.00988725,1.13303,0.0,25.8647563457489,-0.0131045,4700.0
21.7936,25.829765558242798,285.0,0.00697115,0.591774,20,3.08162,0.314756408126,80.1293592453003,388.940869542,0.00589151,1.1297,0.0,25.769612550735474,0.00365038,1200.0
21.8697,27.431875467300415,1035.0,-0.00925082,9.31622,20,3.0851,0.368809328244,107.56775283813477,1242.28619891,0.0120312,1.1317,0.0,27.338526725769043,-0.00810269,4200.0
21.7688,32.434616804122925,970.0,0.00356334,0.548198,20,3.08048,0.29049908456,140.00627851486206,984.936546179,0.00183182,1.12909,0.0,32.329878091812134,0.00176919,3700.0
21.8076,27.790515661239624,1180.0,0.0111186,1.16723,20,3.08226,0.522395744912,167.82293796539307,1237.17419954,0.0106233,1.13005,0.0,27.67617678642273,0.00597688,3800.0
21.9292,26.286327600479126,815.0,-0.00165146,0.0748849,20,3.08782,0.375312098245,194.1262242794037,1031.1522681,0.00169503,1.13319,0.0,26.2019522190094,-0.00398804,3500.0
