LossAfter,MaxKL,LossBefore,ItrTime,MeanKL,MinReturn,Entropy,NumTrajs,AverageReturn,Perplexity,AveragePolicyStd,StdReturn,MaxReturn,TotalExecTime,ExplainedVariance,Time
-0.0,0.0,-0.0,7.385618686676025,0.0,0.0,2.69307,20,0.0,14.777,0.930467,0.0,0.0,7.307702541351318,1,7.385613441467285
-0.0,0.0,-0.0,7.202772855758667,0.0,0.0,2.69307,20,0.0,14.777,0.930467,0.0,0.0,7.121765851974487,1,14.594786405563354
-0.0,0.0,-0.0,7.114196062088013,0.0,0.0,2.69307,20,0.0,14.777,0.930467,0.0,0.0,7.06484317779541,1,21.7126407623291
-0.035291,0.852894,-0.0142377,7.147069454193115,0.0530124,0.0,2.69307,20,30.0,14.777,0.930467,130.766968306,600.0,7.111587285995483,0.0437815953966,28.882766008377075
-0.0163408,0.300063,-0.00431036,7.2730090618133545,0.0236853,0.0,2.68595,20,215.0,14.6722,0.927076,460.733111465,1600.0,7.21325159072876,0.131703426767,36.16446852684021
-0.0063026,0.496023,0.00888114,7.492786169052124,0.0442509,0.0,2.6838,20,770.0,14.6406,0.926052,463.788745012,1400.0,7.454977750778198,0.610248052199,43.66462850570679
-0.0169877,0.507833,0.00288773,7.13556694984436,0.0453801,0.0,2.68824,20,745.0,14.7058,0.928114,505.445348183,1400.0,7.068822860717773,0.548975924406,50.81187462806702
