LossBefore,ExplainedVariance,Perplexity,TotalExecTime,LossAfter,ItrTime,AverageReturn,MaxReturn,Entropy,MeanKL,NumTrajs,AveragePolicyStd,MinReturn,Time,MaxKL,StdReturn
-0.00309051,0.54532067137,5.67789,6.347370386123657,-0.0524824,6.448856353759766,77.5,200.0,1.73658,0.271531,40,0.58088,0.0,6.448850870132446,1.38073,52.3808170994
0.00984064,0.708968259847,5.66036,7.107501983642578,-0.00942487,7.17708683013916,112.5,200.0,1.73349,0.0442424,40,0.580046,0.0,13.630356788635254,0.228431,50.9288719687
0.0296101,0.684131947579,5.68829,7.405886888504028,0.00181251,7.464722633361816,145.0,500.0,1.73841,0.0851749,40,0.581481,100.0,21.102631330490112,0.437805,73.9932429347
0.0113656,0.66567966023,5.77313,5.9848620891571045,-0.00128831,6.069552898406982,127.5,300.0,1.75321,0.0226982,40,0.585771,0.0,27.181280851364136,0.127688,67.035438389
-0.00716642,0.67963302129,5.80603,6.197976112365723,-0.0244455,6.228353977203369,155.0,400.0,1.7589,0.0535528,40,0.586836,0.0,33.41277766227722,0.396767,73.9932429347
-0.0267291,0.782356679265,5.78526,6.180581331253052,-0.0366015,6.293323040008545,157.5,400.0,1.75531,0.0218373,40,0.585956,100.0,39.71963548660278,0.0816107,62.7992834354
-0.0114529,0.685874140585,5.70846,6.311140298843384,-0.0282788,6.39081335067749,180.0,400.0,1.74195,0.0274793,40,0.582088,100.0,46.11469888687134,0.318991,71.4142842854
