StdReturn,MeanKL,NumTrajs,LossAfter,LossBefore,Entropy,Perplexity,MaxKL,MinReturn,MaxReturn,Time,ExplainedVariance,AveragePolicyStd,AverageReturn,TotalExecTime,ItrTime
12910.7038925,0.845325,20,-0.0891948,-0.00837031,2.67957,14.5788,4.4649,0.0,33600.0,18.068557262420654,0.829644780745,0.92455,21885.0,17.953901529312134,18.06855869293213
7391.54077307,0.206245,20,-0.0434223,-0.00477062,2.6712,14.4572,1.77616,0.0,21000.0,36.233882427215576,0.604849744076,0.920823,9425.0,17.987122058868408,18.161632537841797
1692.71232051,0.176676,20,-0.0256387,-0.00524241,2.66881,14.4228,1.70109,33800.0,40000.0,53.77290964126587,0.93994388313,0.919647,38085.0,17.38630986213684,17.536612272262573
9416.95279801,0.0899559,20,-0.0295502,-0.0162767,2.66619,14.385,1.16136,0.0,41600.0,71.91198515892029,0.882912432744,0.918636,36300.0,18.064308643341064,18.132349491119385
1236.36564171,0.101911,20,-0.0420112,-0.0321546,2.65805,14.2684,2.1132,37000.0,42400.0,87.94802713394165,0.971412596639,0.914935,40280.0,15.956910610198975,16.02967405319214
1072.04244319,0.0278466,20,-0.00222412,0.00156661,2.64197,14.0409,0.54605,38500.0,42100.0,104.57879686355591,0.963688274029,0.907561,40365.0,16.55325984954834,16.619343280792236
1179.18403992,0.179316,20,-0.0250707,-0.00618196,2.64276,14.0519,0.66042,37400.0,41700.0,120.72894597053528,0.962277400209,0.908048,39745.0,16.074100017547607,16.144359350204468
