LossBefore,MaxReturn,Entropy,AverageReturn,NumTrajs,MeanKL,Perplexity,TotalExecTime,AveragePolicyStd,LossAfter,ItrTime,Time,StdReturn,MinReturn,MaxKL,ExplainedVariance
0.0113094,3300.0,2.64941,1620.0,20,0.406244,14.1457,11.547736406326294,0.917354,-0.0544433,11.66158676147461,11.661579132080078,597.996655509,400.0,2.23123,0.557523209611
-0.0219414,21600.0,2.66072,20470.0,20,0.0831682,14.3066,12.01735782623291,0.922237,-0.0482197,12.125059843063354,23.79073452949524,735.594997264,19000.0,0.527656,0.977362862054
-0.0105644,21500.0,2.64975,20735.0,20,0.0175356,14.1505,11.704962253570557,0.916502,-0.0230577,11.751495599746704,35.54919981956482,715.03496418,18700.0,0.143382,0.978950772715
-0.0136063,22100.0,2.64447,21100.0,20,0.0666418,14.076,11.27933931350708,0.913839,-0.0340522,11.358102083206177,46.94394850730896,391.152144312,20400.0,0.711937,0.989806778942
-0.0211974,22000.0,2.63767,20835.0,20,0.119692,13.9805,11.661345481872559,0.910873,-0.0562018,11.775579690933228,58.75172019004822,1123.06500257,17600.0,0.297668,0.958053846881
-0.0191163,21900.0,2.62707,21265.0,20,0.0187451,13.8332,11.822831630706787,0.906283,-0.0281085,11.933764219284058,70.69050765037537,511.150662721,20000.0,0.0868117,0.987155202836
-0.0126977,22000.0,2.61751,21490.0,20,0.0170503,13.7016,11.835065841674805,0.901881,-0.0205186,11.88907265663147,82.58365154266357,404.8456496,20500.0,0.144558,0.9898574436
