AverageReturn,Entropy,ExplainedVariance,Time,MaxKL,Perplexity,LossAfter,AveragePolicyStd,TotalExecTime,ItrTime,MinReturn,NumTrajs,StdReturn,MaxReturn,MeanKL,LossBefore
0.0,2.849,1,16.325417041778564,0.0,17.2706,-0.0,1.00568,16.077991724014282,16.325424194335938,0.0,20,0.0,0.0,0.0,-0.0
0.0,2.849,1,32.727792739868164,0.0,17.2706,-0.0,1.00568,16.031588792800903,16.387377977371216,0.0,20,0.0,0.0,0.0,-0.0
50.0,2.849,0.223244565582,49.943769693374634,58.1055,17.2706,0.0551281,1.00568,16.935617685317993,17.21188259124756,0.0,20,153.297097168,600.0,0.564603,0.00958604
0.0,2.8538,1,65.91465139389038,0.0,17.3535,-0.0,1.00808,15.745432376861572,15.96636962890625,0.0,20,0.0,0.0,0.0,-0.0
0.0,2.8538,1,82.44466972351074,0.0,17.3535,-0.0,1.00808,16.288216829299927,16.51067090034485,0.0,20,0.0,0.0,0.0,-0.0
0.0,2.8538,1,99.94100642204285,0.0,17.3535,-0.0,1.00808,17.336085081100464,17.471468925476074,0.0,20,0.0,0.0,0.0,-0.0
0.0,2.8538,1,117.90131783485413,0.0,17.3535,-0.0,1.00808,17.78464412689209,17.89238429069519,0.0,20,0.0,0.0,0.0,-0.0
