Perplexity,MinReturn,MeanKL,TotalExecTime,Time,AveragePolicyStd,StdReturn,MaxReturn,ItrTime,LossBefore,AverageReturn,Entropy,NumTrajs,LossAfter,MaxKL,ExplainedVariance
11.0609,3500.0,0.605457,5.315403699874878,5.37083625793457,0.805297,838.447225531,7100.0,5.370839834213257,-0.0266132,5772.5,2.40341,40,-0.107239,9.50232,0.872697102849
10.7704,1200.0,0.285537,4.658749103546143,10.119954109191895,0.794401,1511.07370767,7100.0,4.746395587921143,0.0235905,3962.5,2.3768,40,-0.0474967,5.11711,0.703531918993
10.8982,2500.0,0.0311851,4.754322290420532,14.912793636322021,0.79898,1221.88379153,7500.0,4.788814544677734,-0.0251066,6000.0,2.38859,40,-0.043015,1.48061,0.857531569569
10.7622,2700.0,0.0206266,6.125991106033325,21.08029532432556,0.794055,1103.74079838,7400.0,6.1628735065460205,-0.0168006,6197.5,2.37604,40,-0.0371797,1.97686,0.871260610145
10.6722,4600.0,0.0384589,4.70204758644104,25.845426321029663,0.790659,717.944113424,8200.0,4.760635614395142,-0.0573905,6757.5,2.36764,40,-0.0784943,0.367554,0.932507338468
10.3703,5600.0,0.131649,4.622483015060425,30.526338577270508,0.779361,482.435228813,7800.0,4.666548490524292,-0.0812149,6502.5,2.33894,40,-0.125578,2.86042,0.954206467711
9.95761,3000.0,0.165148,4.650461912155151,35.2150342464447,0.763609,959.293359718,8000.0,4.680663824081421,-0.0204476,6622.5,2.29834,40,-0.062992,6.0838,0.903332668369
