MaxReturn,TotalExecTime,NumTrajs,ExplainedVariance,Perplexity,StdReturn,Time,ItrTime,MeanKL,AverageReturn,LossBefore,LossAfter,Entropy,MaxKL,MinReturn,AveragePolicyStd
600.0,4.927854537963867,40,0.577338775846,11.4353,148.3028995,4.986965179443359,4.986971616744995,0.184182,247.5,0.000271179,-0.0430302,2.4367,1.56517,0.0,0.82843
800.0,4.338150262832642,40,0.575856203934,11.4384,167.909946102,9.409317016601562,4.418340682983398,0.163435,332.5,-0.00456357,-0.0484619,2.43697,0.595946,0.0,0.827877
800.0,4.531432628631592,40,0.333969954053,11.4123,180.0,13.992196083068848,4.577540397644043,0.122232,260.0,0.0233302,-0.0102791,2.43469,0.670339,0.0,0.826858
700.0,4.387351036071777,40,0.546870157112,11.5462,155.241746963,18.42310643196106,4.422190189361572,0.0535961,320.0,0.0276617,0.0101161,2.44636,0.227409,0.0,0.832204
1300.0,3.9935355186462402,40,0.425195812185,11.707,266.821569593,22.448606729507446,4.020185232162476,0.16201,492.5,0.0144331,-0.0309923,2.46019,1.30475,0.0,0.837886
900.0,3.9387099742889404,40,0.238365513394,11.7918,248.382265873,26.431848526000977,3.9751687049865723,0.560779,367.5,0.0142624,-0.0668799,2.4674,2.93393,0.0,0.840444
900.0,4.852636814117432,40,0.299084978344,11.8762,272.017922204,31.317817211151123,4.881659030914307,0.297262,352.5,0.0144476,-0.0628599,2.47454,1.88642,0.0,0.843968
