2Perplexity,2NumTrajs,1ProcessExecTime,2AverageReturn,0AveragePolicyStd,0StdReturn,0AverageReturn,2MaxReturn,1EnvExecTime,1AveragePolicyStd,ItrTime,2PolicyExecTime,2AveragePolicyStd,0Entropy,1NumTrajs,2StdReturn,2Entropy,2ExplainedVariance,1ExplainedVariance,0EnvExecTime,MeanKL,0ExplainedVariance,1MaxReturn,LossAfter,Time,0Perplexity,2MinReturn,2EnvExecTime,0NumTrajs,0ProcessExecTime,0PolicyExecTime,2ProcessExecTime,1Entropy,0MaxReturn,1MinReturn,1AverageReturn,1StdReturn,LossBefore,dLoss,1PolicyExecTime,MeanKLBefore,ComputeUpdatedDistTime,1Perplexity,0MinReturn
17.2495,1600,0.8190860748291016,242.75,1.01437,185.727917597,40.375,2300.0,17.003214359283447,1.01416,154.64568448066711,32.490763902664185,1.00502,2.86638,1600,519.384190653,2.84778,0.204498827143,0.179863787382,17.90947151184082,0.0187748204917,0.0702151245432,1900.0,-0.00365948583931,1785.257072687149,17.5733,0.0,17.326415300369263,1600,0.9292237758636475,30.009639024734497,0.837486982345581,2.86592,1900.0,0.0,102.375,320.537609923,-0.00365948467515,1.16415321827e-09,30.002140760421753,0.0187748130411,0.09186577796936035,17.5652,0.0
17.4064,1600,0.8467123508453369,258.6875,1.01437,172.729512171,34.125,2200.0,17.382596492767334,1.01382,155.32764959335327,41.84663128852844,1.00958,2.86638,1600,528.641681429,2.85684,0.226750630686,0.191669092368,17.93798828125,0.00984093826264,0.0626913346569,2000.0,-0.00368411676027,1943.8066427707672,17.5733,0.0,17.976840257644653,1600,0.9190638065338135,19.831536054611206,0.8791337013244629,2.8653,2000.0,0.0,123.125,349.8074247,-0.00306053971872,0.000623577041551,31.203370332717896,0.0170391798019,0.08925747871398926,17.5544,0.0
16.274,1600,0.8376114368438721,302.8125,0.991891,229.487191568,56.9375,2300.0,17.19779896736145,0.987716,142.4010305404663,30.16150951385498,0.976187,2.82159,1600,598.611593476,2.78957,0.170059376701,0.179757520606,17.84160304069519,0.027177259326,0.0680075574688,2300.0,-0.00182170351036,2088.809142112732,16.8036,0.0,17.35164213180542,1600,0.923234224319458,19.56633710861206,0.8509290218353271,2.8131,1700.0,0.0,156.9375,402.882577302,-0.00182170351036,0.0,30.297816276550293,0.0271772667766,0.08939361572265625,16.6615,0.0
16.5243,1600,0.823265552520752,308.0625,0.991891,223.894148748,56.8125,2400.0,16.98306655883789,0.9898,143.5173511505127,29.945529222488403,0.983701,2.82159,1600,606.36519202,2.80483,0.163682428234,0.184191153884,17.66006827354431,0.0292909350246,0.0633306553811,2100.0,-0.0012676253682,2235.5426790714264,16.8036,0.0,17.193204164505005,1600,0.9076018333435059,21.792446613311768,0.8363587856292725,2.81733,1800.0,0.0,159.125,399.989667835,-0.00126762501895,3.49245965481e-10,30.214993953704834,0.029290933162,0.10766196250915527,16.7321,0.0
16.5199,1600,0.831840991973877,310.5,0.991891,213.365141468,50.5625,2500.0,17.097896099090576,0.98979,155.04708647727966,39.12230038642883,0.983562,2.82159,1600,609.232919334,2.80457,0.185404865687,0.185762645493,18.062912225723267,0.0210656896234,0.0656134565721,2200.0,-0.00205826549791,2393.182780981064,16.8036,0.0,17.43463134765625,1600,0.9389264583587646,23.236026763916016,0.8598067760467529,2.81731,2000.0,0.0,166.9375,411.46156697,-0.0020582661964,-6.98491930962e-10,30.146623611450195,0.0210656989366,0.0909416675567627,16.7318,0.0
16.6293,1600,0.8718795776367188,297.25,0.991891,230.837258353,57.1875,2500.0,17.78561305999756,0.991379,151.16360354423523,33.46634292602539,0.986758,2.82159,1600,588.317463195,2.81116,0.162882569854,0.199181397744,17.453152179718018,0.0279620401561,0.071136101792,2100.0,-0.00216268491931,2547.5547363758087,16.8036,0.0,18.202682733535767,1600,0.90065598487854,21.85463047027588,0.8798902034759521,2.82054,1700.0,0.0,171.375,420.304186721,-0.00216268701479,-2.09547579288e-09,32.145058393478394,0.0279620382935,0.1099710464477539,16.7859,0.0
16.6343,1600,0.8703093528747559,314.4375,0.991891,229.862382402,56.1875,2400.0,17.876108646392822,0.992424,164.63129830360413,42.768218755722046,0.986908,2.82159,1600,617.108425314,2.81147,0.164449935434,0.220545104155,18.304174661636353,0.0372113063931,0.0761793244452,2300.0,-0.00137326703407,2715.1024305820465,16.8036,0.0,18.59369444847107,1600,0.9462745189666748,21.46018385887146,0.9115338325500488,2.82265,1900.0,0.0,185.0625,447.040961315,-0.00137326796539,-9.31322574615e-10,35.13296699523926,0.0372113101184,0.4127774238586426,16.8213,0.0
16.6455,1600,0.8701431751251221,322.9375,0.991891,245.859175902,62.875,2400.0,18.03592300415039,0.99229,156.67621970176697,34.913349628448486,0.987242,2.82159,1600,629.279445949,2.81214,0.152759177359,0.213185486606,18.295547246932983,0.0395101569593,0.0820146874427,2200.0,-0.00221696961671,2874.1968970298767,16.8036,0.0,18.729358434677124,1600,0.9469869136810303,21.420072078704834,0.9091999530792236,2.82238,1800.0,0.0,183.8125,442.133141535,-0.00221696938388,2.32830643654e-10,35.13668632507324,0.0395101644099,0.0948171615600586,16.8169,0.0
16.6237,1600,0.9022879600524902,332.4375,0.991891,257.557024936,65.0625,2700.0,18.600701332092285,0.990132,161.63162684440613,34.96981239318848,0.986599,2.82159,1600,639.035647358,2.81083,0.172663743473,0.176356884633,18.771932125091553,0.0288604609668,0.0891637463028,2000.0,-0.00238099461421,3038.8667669296265,16.8036,0.0,18.830692529678345,1600,0.9635040760040283,22.939411640167236,0.9085566997528076,2.81801,2000.0,0.0,167.625,412.600726338,-0.00238099414855,4.65661287308e-10,37.19118118286133,0.0288604646921,0.09402322769165039,16.7436,0.0
16.5007,1600,0.8750700950622559,342.0625,0.991891,237.665205699,59.5,2400.0,17.845449447631836,0.990811,165.75239515304565,43.53739547729492,0.982942,2.82159,1600,650.633918647,2.8034,0.166477899267,0.214663567737,18.52546977996826,0.0385438464582,0.0758888458668,2100.0,-0.00226098881103,3207.961977958679,16.8036,0.0,18.18431282043457,1600,0.9751806259155273,23.047510623931885,0.8835229873657227,2.81939,1900.0,0.0,200.5,455.96025046,-0.00226098997518,-1.16415321827e-09,34.30247163772583,0.0385438427329,0.15353941917419434,16.7666,0.0
16.7639,1600,0.8740592002868652,337.8125,0.991891,240.956095262,58.8125,2500.0,18.006137132644653,0.990494,155.30703711509705,35.59838247299194,0.990801,2.82159,1600,655.201468896,2.81923,0.193335076119,0.186373132095,18.145633220672607,0.0286628566682,0.0723381946207,2400.0,-0.00174043432344,3366.119745492935,16.8036,0.0,18.174723386764526,1600,0.9426248073577881,21.779444932937622,0.881751298904419,2.81876,2200.0,0.0,163.9375,416.540209456,-0.00174042582512,8.49831849337e-09,33.35641384124756,0.0286628454924,0.10657095909118652,16.7561,0.0
16.4537,1600,0.8654992580413818,309.1875,0.991891,227.743825383,54.5,2500.0,17.89628529548645,0.992297,169.39282941818237,48.48508930206299,0.981562,2.82159,1600,614.600959846,2.80055,0.192901862775,0.163176803165,18.15358543395996,0.0197822637856,0.0727648004889,2400.0,-0.00218913168646,3538.4083318710327,16.8036,0.0,19.512974500656128,1600,0.9331526756286621,21.541622400283813,0.9520936012268066,2.82235,2000.0,0.0,150.25,397.570669819,-0.00218913471326,-3.0267983675e-09,33.20191240310669,0.0197822637856,0.10339975357055664,16.8162,0.0
16.4458,1600,0.9341583251953125,338.0,0.991891,242.022726206,65.0,2700.0,18.985143423080444,0.992298,184.64238286018372,39.191612005233765,0.981401,2.82159,1600,649.504426467,2.80007,0.172380735317,0.186631448791,19.27072501182556,0.0368126370013,0.0859020654315,2400.0,-0.00239629950374,3726.041536092758,16.8036,0.0,19.070924043655396,1600,0.9958438873291016,25.26894474029541,0.923820972442627,2.82233,1800.0,0.0,168.6875,422.59706263,-0.00239630229771,-2.79396772385e-09,52.05107259750366,0.0368126370013,0.13296127319335938,16.816,0.0
16.536,1600,0.9430429935455322,330.3125,0.991891,254.612941541,66.5,2600.0,19.163456916809082,0.992953,168.0196087360382,37.821258783340454,0.984029,2.82159,1600,645.2130674,2.80554,0.18022683174,0.220308577014,19.021687269210815,0.0362435206771,0.0828842548065,2300.0,-0.00127908913419,3896.9253175258636,16.8036,0.0,19.206663370132446,1600,0.979865550994873,23.90507221221924,0.926206111907959,2.82369,2000.0,0.0,184.875,448.897242557,-0.00127908715513,1.97906047106e-09,38.547278881073,0.0362435206771,0.09922337532043457,16.8389,0.0
16.383,1600,0.8761336803436279,303.3125,0.991891,217.074835886,51.875,2500.0,17.895689487457275,0.988983,162.60075974464417,32.86021685600281,0.979429,2.82159,1600,612.50124681,2.79624,0.172640211489,0.161206837865,18.261167287826538,0.0225886814296,0.0631290210475,2100.0,-0.00128521164879,4062.598885536194,16.8036,0.0,18.118770360946655,1600,0.9442532062530518,23.880990505218506,0.8745718002319336,2.81567,1800.0,0.0,137.25,377.872250238,-0.00128521292936,-1.2805685401e-09,41.40454912185669,0.0225886665285,0.09438061714172363,16.7043,0.0
16.4598,1600,0.9154345989227295,319.5,0.991891,218.900519643,52.75,2400.0,18.807003498077393,0.990707,165.32039666175842,36.62687158584595,0.981758,2.82159,1600,621.284757579,2.80092,0.17267698815,0.192886349433,18.78869128227234,0.0299014560878,0.0680756408212,2400.0,-0.00279993587174,4231.104340553284,16.8036,0.0,19.068079471588135,1600,0.9745793342590332,25.19984531402588,0.9118461608886719,2.81915,1900.0,0.0,189.9375,445.258347585,-0.00279993587174,0.0,36.509443044662476,0.0299014560878,0.09757399559020996,16.7626,0.0
16.3564,1600,0.9227631092071533,329.375,0.991891,210.772352018,49.875,2500.0,18.917945861816406,0.989292,179.41236233711243,46.89572095870972,0.978623,2.82159,1600,640.936509629,2.79462,0.169257444021,0.203994550045,19.06465172767639,0.0360944271088,0.0645184227594,2300.0,-0.00139916653279,4413.4463794231415,16.8036,0.0,19.747337341308594,1600,0.9838435649871826,26.73470377922058,0.9888315200805664,2.81631,1900.0,0.0,175.75,430.638406903,-0.00139916804619,-1.51339918375e-09,37.17214322090149,0.0360944308341,0.18465709686279297,16.7151,0.0
16.5328,1600,0.8759870529174805,302.375,0.991891,239.142143596,62.1875,2400.0,17.9148907661438,0.990699,156.5109667778015,33.659868001937866,0.983916,2.82159,1600,604.313130235,2.80535,0.162418067667,0.185932576116,18.587254285812378,0.0296523161232,0.0804191004115,2100.0,-0.00376110430807,4573.088798999786,16.8036,0.0,18.578937768936157,1600,0.9567966461181641,22.26965832710266,0.9047014713287354,2.81917,2000.0,0.0,160.75,404.115623925,-0.00376110640354,-2.09547579288e-09,35.30799651145935,0.0296523310244,0.10473847389221191,16.7629,0.0
16.503,1600,0.8770170211791992,338.8125,0.991891,241.116381391,60.625,2400.0,18.11984086036682,0.990027,157.5898096561432,34.28834080696106,0.982994,2.82159,1600,658.957388489,2.80354,0.178720523707,0.194877011457,18.343799352645874,0.0308174826205,0.0746606503075,2300.0,-0.00204032007605,4733.574071645737,16.8036,0.0,18.862293243408203,1600,0.950181245803833,21.674662113189697,0.9068200588226318,2.81782,1800.0,0.0,170.125,426.974805316,-0.00204032287002,-2.79396772385e-09,36.168004512786865,0.0308174900711,0.10039949417114258,16.7402,0.0
16.4302,1600,0.8799290657043457,307.1875,0.991891,224.543843158,52.25,2400.0,18.04550290107727,0.9907,166.1472291946411,33.739102602005005,0.980845,2.82159,1600,607.272253478,2.79912,0.168472316605,0.180087704816,18.15550208091736,0.0273626279086,0.0675387507173,2300.0,-0.00137482362334,4902.901269674301,16.8036,0.0,18.647642850875854,1600,0.9493606090545654,31.517736196517944,0.9058032035827637,2.81918,2000.0,0.0,155.4375,391.417850377,-0.00137482688297,-3.25962901115e-09,35.746888160705566,0.0273626148701,0.11395883560180664,16.7631,0.0
16.645,1600,0.8754796981811523,329.6875,0.991891,252.211190027,65.875,2400.0,17.901429176330566,0.990163,160.82020783424377,36.96186399459839,0.987235,2.82159,1600,644.815789465,2.81211,0.170259273945,0.206046838627,18.47863483428955,0.0400478951633,0.0798990784726,2300.0,-0.00156048813369,5067.08002281189,16.8036,0.0,19.68143653869629,1600,0.9592142105102539,21.909571647644043,0.9612870216369629,2.8181,2000.0,0.0,185.4375,438.456592599,-0.00156048766803,4.65661287308e-10,35.51418447494507,0.040047891438,0.10812592506408691,16.745,0.0
16.4651,1600,0.9379260540008545,329.375,0.991891,227.84739959,53.25,2500.0,18.938992500305176,0.990978,171.37696170806885,35.8645761013031,0.981886,2.82159,1600,643.66109823,2.80124,0.181449497734,0.198615743642,18.746638298034668,0.0348098054528,0.0682079797646,2400.0,-0.00235126074404,5241.406116724014,16.8036,0.0,18.60853862762451,1600,0.964641809463501,22.941349506378174,0.9074935913085938,2.81973,1800.0,0.0,177.0,424.833496796,-0.00235125678591,3.95812094212e-09,45.880558013916016,0.0348098054528,0.10246777534484863,16.7723,0.0
16.4341,1600,0.8787579536437988,322.4375,0.991891,239.629914856,58.0625,2400.0,18.00980520248413,0.99098,172.04171013832092,35.76614189147949,0.981033,2.82159,1600,620.465799697,2.79936,0.165993006861,0.206287293336,18.49947166442871,0.0296511184424,0.0713500341081,2200.0,-0.00326906703413,5415.911533355713,16.8036,0.0,18.393654346466064,1600,0.9807262420654297,38.0526602268219,0.897627592086792,2.81971,1900.0,0.0,178.375,425.346751927,-0.00326906470582,2.32830643654e-09,33.11348748207092,0.0296511240304,0.11281704902648926,16.772,0.0
16.4925,1600,0.9173893928527832,312.4375,0.991891,243.359294242,60.0625,2500.0,18.731489419937134,0.992414,166.34545969963074,36.78159689903259,0.982693,2.82159,1600,614.594629487,2.80291,0.167273011976,0.192900279198,18.700062036514282,0.0332100316882,0.0752214861934,2100.0,-0.00296083558351,5585.16744852066,16.8036,0.0,18.62935781478882,1600,0.9741969108581543,22.431535243988037,0.9090240001678467,2.82262,1900.0,0.0,174.625,416.885607061,-0.00296083954163,-3.95812094212e-09,36.28020429611206,0.0332100391388,0.0960850715637207,16.8208,0.0
16.4969,1600,0.8670055866241455,376.125,0.991891,241.585251193,60.5625,2600.0,17.88846254348755,0.990735,162.14538836479187,35.78186368942261,0.98291,2.82159,1600,693.328915,2.80317,0.202392113596,0.197154234656,18.234821319580078,0.0364300198853,0.0725576619056,2300.0,-0.00291807390749,5750.215099334717,16.8036,0.0,18.8559992313385,1600,0.9546053409576416,25.765885829925537,0.9264204502105713,2.81923,2000.0,0.0,191.125,449.106039121,-0.00291807553731,-1.62981450558e-09,32.86987018585205,0.0364300198853,0.11309099197387695,16.7639,0.0
16.3974,1600,0.8963189125061035,332.3125,0.991891,223.851015954,55.3125,2400.0,18.428346872329712,0.989956,155.74352192878723,33.17201781272888,0.979861,2.82159,1600,641.803826994,2.79712,0.195553583244,0.168335226303,18.716192960739136,0.0245563685894,0.0630375297244,2200.0,-0.00206659385003,5909.108781576157,16.8036,0.0,18.50061559677124,1600,0.9599034786224365,22.063852787017822,0.8915412425994873,2.81766,1900.0,0.0,157.8125,400.517121786,-0.00206659734249,-3.49245965481e-09,34.66834831237793,0.0245563834906,0.09846806526184082,16.7377,0.0
16.4667,1600,0.8866567611694336,307.5,0.991891,232.832079714,60.6875,2500.0,18.41158413887024,0.988469,164.48316311836243,33.87664341926575,0.981949,2.82159,1600,605.108461352,2.80134,0.162953634071,0.185625757153,18.365453720092773,0.0331012904644,0.0762215132571,2300.0,-0.00187200424261,6076.504670143127,16.8036,0.0,18.800363779067993,1600,0.9476685523986816,21.920719861984253,0.9086010456085205,2.81466,1700.0,0.0,167.375,420.47367263,-0.00187200331129,9.31322574615e-10,42.88182091712952,0.0331012867391,0.11676907539367676,16.6875,0.0
16.5464,1600,0.8756551742553711,301.0625,0.991891,220.460942899,54.6875,2500.0,18.019627571105957,0.991845,153.91715216636658,33.197787046432495,0.984331,2.82159,1600,601.315325843,2.80617,0.169310191015,0.191516704765,18.534940242767334,0.0255862269551,0.0613723474642,2300.0,-0.00252359174192,6232.946271657944,16.8036,0.0,18.71704602241516,1600,0.9587173461914062,22.553255796432495,0.8985052108764648,2.82147,1600.0,0.0,167.4375,419.131165143,-0.0025235931389,-1.39698386192e-09,32.653897762298584,0.0255862232298,0.0970008373260498,16.8016,0.0
16.7282,1600,0.8797557353973389,287.0,0.991891,232.199772556,59.125,2500.0,18.03297758102417,0.993556,171.74053978919983,46.62523698806763,0.989727,2.82159,1600,582.478325777,2.8171,0.162043070211,0.175416319367,18.479614734649658,0.0240319557488,0.0657200416738,2100.0,-0.00336338742636,6407.085562944412,16.8036,0.0,18.676294088363647,1600,0.9672532081604004,22.205777168273926,0.9150800704956055,2.82494,1800.0,0.0,164.75,411.135546383,-0.00336338835768,-9.31322574615e-10,33.13133883476257,0.0240319520235,0.10242533683776855,16.8599,0.0
16.4712,1600,0.8837752342224121,339.4375,0.991891,251.404173779,64.4375,2500.0,18.15874695777893,0.989989,157.67165446281433,32.74047803878784,0.982071,2.82159,1600,650.106478658,2.80162,0.191015981784,0.21162680712,18.188682556152344,0.027476137504,0.0852036860719,2300.0,-0.00333533645608,6567.79266500473,16.8036,0.0,18.246620655059814,1600,0.9591007232666016,26.77785038948059,0.8830957412719727,2.81774,2000.0,0.0,187.125,443.674130838,-0.00333533878438,-2.32830643654e-09,33.3475706577301,0.0274761337787,0.09057283401489258,16.739,0.0
16.4649,1600,0.8798112869262695,321.75,0.991891,244.695529881,61.6875,2600.0,18.184043407440186,0.991374,154.83843421936035,32.924869537353516,0.981858,2.82159,1600,632.674432469,2.80123,0.185190305201,0.185955089858,18.928940296173096,0.0303724389523,0.0776094004322,2100.0,-0.00164959940594,6725.629009246826,16.8036,0.0,18.584490060806274,1600,0.9805517196655273,22.46081829071045,0.8991937637329102,2.82052,2300.0,0.0,153.625,398.809928882,-0.00164959928952,1.16415321827e-10,33.393213510513306,0.030372440815,0.10503721237182617,16.7856,0.0
16.4932,1600,0.8820405006408691,290.25,0.991891,235.943716806,58.25,2500.0,18.206527709960938,0.989639,158.6944386959076,30.328274965286255,0.982735,2.82159,1600,580.478197265,2.80295,0.167746312161,0.179918100191,18.559597730636597,0.0246223807335,0.0723494409484,2000.0,-0.00322745135054,6887.433208703995,16.8036,0.0,17.811506986618042,1600,0.9641396999359131,21.96172261238098,0.8643131256103516,2.81701,1700.0,0.0,154.9375,391.520269071,-0.00322744855657,2.79396772385e-09,41.808499336242676,0.0246223602444,0.08811163902282715,16.7267,0.0
16.2546,1600,0.8177664279937744,356.9375,0.991891,264.961900268,69.5625,2600.0,16.954989194869995,0.988393,140.4614188671112,30.270587682724,0.975623,2.82159,1600,675.750968252,2.78838,0.18951954661,0.214194133266,17.493116855621338,0.035714045167,0.0871661388484,2200.0,-0.00120477704331,7030.325456380844,16.8036,0.0,17.58808946609497,1600,0.8989365100860596,18.910595417022705,0.8626761436462402,2.81448,2000.0,0.0,193.625,457.967640096,-0.0012047784403,-1.39698386192e-09,29.52115249633789,0.0357140265405,0.0982201099395752,16.6845,0.0
16.4337,1600,0.8657538890838623,298.8125,0.991891,232.855163876,57.3125,2500.0,17.747875452041626,0.99016,161.14179611206055,36.367783546447754,0.980929,2.82159,1600,607.62228386,2.79934,0.168018029758,0.165937979389,17.554139614105225,0.0230981167406,0.071447775762,2300.0,-0.00226796069182,7194.581721782684,16.8036,0.0,19.41646933555603,1600,0.912665843963623,19.051557302474976,0.9489231109619141,2.81807,1800.0,0.0,147.9375,394.773031112,-0.00226796232164,-1.62981450558e-09,40.846118688583374,0.0230981167406,0.08878540992736816,16.7445,0.0
16.5852,1600,0.8652670383453369,319.5625,0.991891,233.026747057,57.8125,2500.0,17.896998167037964,0.989858,156.43195867538452,32.37627172470093,0.985514,2.82159,1600,620.270955788,2.80851,0.162539816446,0.178689723018,19.702731609344482,0.0314604863524,0.0727912768179,2500.0,-0.00356027553789,7354.064816474915,16.8036,0.0,17.982866525650024,1600,1.0654261112213135,25.318478107452393,0.8622069358825684,2.81747,1900.0,0.0,166.125,412.465131102,-0.00356027414091,1.39698386192e-09,32.745163440704346,0.0314604751766,0.11124825477600098,16.7344,0.0
16.3349,1600,0.8381388187408447,314.0,0.991891,241.847543661,63.125,2500.0,17.732247591018677,0.986795,151.3514187335968,32.687952518463135,0.978037,2.82159,1600,621.774878875,2.7933,0.16623668168,0.205491113055,18.414522647857666,0.0342453233898,0.0721327044345,2100.0,-0.00212786719203,7508.597829341888,16.8036,0.0,18.30104374885559,1600,0.9225468635559082,21.950047731399536,0.8507142066955566,2.81127,1800.0,0.0,173.375,420.078694265,-0.00212786905468,-1.86264514923e-09,32.36146831512451,0.0342453233898,0.10410428047180176,16.6311,0.0
16.4884,1600,0.8066508769989014,354.9375,0.991891,242.030788008,65.6875,2600.0,16.936973571777344,0.990151,151.2805619239807,31.655081748962402,0.982614,2.82159,1600,674.212964199,2.80266,0.182455130427,0.210671065385,17.097522020339966,0.0438038036227,0.0813021825179,2400.0,-0.00204235338606,7662.2057383060455,16.8036,0.0,17.800755500793457,1600,0.8375945091247559,19.27093267440796,0.8201918601989746,2.81805,1700.0,0.0,191.75,453.659495106,-0.00204235315323,2.32830643654e-10,38.516910552978516,0.043803807348,0.09326934814453125,16.7441,0.0
