AverageReturn,LossBefore,MaxKL,ItrTime,AveragePolicyStd,MaxReturn,Entropy,Time,LossAfter,StdReturn,Perplexity,ExplainedVariance,NumTrajs,MinReturn,MeanKL,TotalExecTime
0.0,-0.0,0.0,4.148458957672119,0.82843,0.0,2.4367,4.148454666137695,-0.0,0.0,11.4353,1,40,0.0,0.0,4.095316171646118
22.5,0.0183882,0.181255,4.109317064285278,0.82843,900.0,2.4367,8.261471271514893,0.00799771,140.512454964,11.4353,0.52609416399,40,0.0,0.00889483,4.0272111892700195
72.5,-0.0111122,0.342196,4.203516244888306,0.831118,1900.0,2.4459,12.469890117645264,-0.0283466,331.653056672,11.5409,0.486290278724,40,0.0,0.0252317,4.14253306388855
525.0,-0.0227825,0.230462,4.262819051742554,0.829584,3300.0,2.44034,16.74319624900818,-0.055795,914.535401174,11.477,0.479421824196,40,0.0,0.0458199,4.210975170135498
2275.0,-0.00989704,0.97581,3.849937677383423,0.825388,5200.0,2.42895,20.597723484039307,-0.0650087,1999.71873022,11.347,0.594542506482,40,0.0,0.0662651,3.7919957637786865
4057.5,-0.0368919,1.02523,3.5827512741088867,0.823447,5800.0,2.424,24.188928365707397,-0.110695,800.901835433,11.2909,0.74237384239,40,2100.0,0.44337,3.546609878540039
4060.0,-0.0291296,2.01801,4.002669095993042,0.815977,6300.0,2.40556,28.19646382331848,-0.17732,1375.46355822,11.0846,0.635179938225,40,0.0,0.781672,3.964533805847168
