LossBefore,ExplainedVariance,NumTrajs,LossAfter,MinReturn,MaxReturn,AverageReturn,Perplexity,MeanKL,MaxKL,TotalExecTime,AveragePolicyStd,Entropy,StdReturn,Time,ItrTime
0.0292864,0.218281637694,20,-0.00985884,0.0,2500.0,1020.0,14.5788,0.309961,4.54355,19.229202270507812,0.92455,2.67957,893.084542471,19.478644847869873,19.478649377822876
-0.00557628,0.737678128117,20,-0.0535912,0.0,28000.0,14435.0,15.012,0.122056,0.688834,20.21695566177368,0.938073,2.70885,9976.38586864,39.803645849227905,20.322232007980347
0.00918654,0.795021186216,20,-0.0207228,0.0,28000.0,12665.0,14.9702,0.136189,1.58479,19.96672296524048,0.936845,2.70606,11825.1966157,59.87545871734619,20.063887357711792
-0.0118258,0.931564437036,20,-0.0347181,34600.0,42300.0,38585.0,15.0391,0.120228,1.24791,18.60171937942505,0.939039,2.71066,2127.03432036,78.69333124160767,18.809171438217163
-0.0091536,0.7125914746,20,-0.0653639,27700.0,40100.0,32345.0,14.9505,0.437118,2.78852,18.382373571395874,0.936382,2.70474,3460.12644278,97.13949298858643,18.43035626411438
0.00498742,0.402411992289,20,-0.136648,11100.0,25300.0,16065.0,14.8822,0.896679,3.93322,18.994760751724243,0.934112,2.70017,3377.16967297,116.23780059814453,19.080649375915527
0.00650286,0.339899172897,20,-0.0818633,10200.0,22700.0,15335.0,14.9194,0.716522,3.91057,19.570125341415405,0.9354,2.70266,2858.36929035,135.9439458847046,19.700352430343628
