AveragePolicyStd,Entropy,AverageReturn,Time,NumTrajs,MinReturn,MeanKL,LossBefore,MaxKL,LossAfter,MaxReturn,StdReturn,TotalExecTime,ItrTime,ExplainedVariance,Perplexity
1.00326,2.84233,3485.0,11.061699628829956,20,0.0,0.0485374,0.00728977,0.238917,-0.00591782,26700.0,8363.56831741,10.984388589859009,11.061705827713013,0.837392180882,17.1557
1.00705,2.84962,2245.0,21.66204309463501,20,0.0,0.00351272,0.00835527,0.0152066,0.00600075,24600.0,6769.2300153,10.513757228851318,10.596413373947144,0.832357254983,17.2812
1.00918,2.8538,3675.0,32.35862445831299,20,0.0,0.00262383,0.00320169,0.0346984,0.000316337,29300.0,8955.21496113,10.608155250549316,10.67684555053711,0.825405745536,17.3536
1.01013,2.8554,5350.0,43.00857472419739,20,0.0,0.00984795,-0.011875,0.0422517,-0.0161681,28500.0,10733.1029996,10.581550598144531,10.64284896850586,0.862845607682,17.3813
1.00728,2.84946,16985.0,53.85907459259033,20,0.0,0.0193236,-0.0099594,0.0536036,-0.0173592,33800.0,14081.7355109,10.778135538101196,10.837162017822266,0.854310468396,17.2785
1.00498,2.84448,10220.0,64.5271098613739,20,0.0,0.0246387,-0.00242185,0.121305,-0.00898982,35900.0,14159.6468883,10.616169691085815,10.663008213043213,0.859729924523,17.1926
1.00429,2.84327,21720.0,75.19243502616882,20,0.0,0.0317997,-0.0059968,0.0940148,-0.0168581,34700.0,11941.2143436,10.594157934188843,10.659688472747803,0.824099325589,17.1718
