AveragePolicyStd,ItrTime,AverageReturn,LossBefore,Perplexity,MeanKL,LossAfter,Entropy,MinReturn,ExplainedVariance,MaxReturn,StdReturn,NumTrajs,Time,MaxKL,TotalExecTime
0.82843,4.886082887649536,0.0,-0.0,11.4353,0.0,-0.0,2.4367,0.0,1,0.0,0.0,40,4.886074542999268,0.0,4.839209794998169
0.82843,3.4511969089508057,0.0,-0.0,11.4353,0.0,-0.0,2.4367,0.0,1,0.0,0.0,40,8.340449333190918,0.0,3.4012465476989746
0.82843,3.8655238151550293,0.0,-0.0,11.4353,0.0,-0.0,2.4367,0.0,1,0.0,0.0,40,12.211182117462158,0.0,3.8296494483947754
0.82843,3.958155870437622,0.0,-0.0,11.4353,0.0,-0.0,2.4367,0.0,1,0.0,0.0,40,16.174697875976562,0.0,3.901019334793091
0.82843,3.5984725952148438,0.0,-0.0,11.4353,0.0,-0.0,2.4367,0.0,1,0.0,0.0,40,19.788424730300903,0.0,3.5634398460388184
0.82843,3.8417396545410156,0.0,-0.0,11.4353,0.0,-0.0,2.4367,0.0,1,0.0,0.0,40,23.634899616241455,0.0,3.790513038635254
0.82843,4.348520040512085,0.0,-0.0,11.4353,0.0,-0.0,2.4367,0.0,1,0.0,0.0,40,28.00106430053711,0.0,4.298802614212036
