AveragePolicyStd,Time,LossBefore,MeanKL,MaxReturn,NumTrajs,AverageReturn,Perplexity,MinReturn,LossAfter,Entropy,MaxKL,ExplainedVariance,TotalExecTime,StdReturn,ItrTime
0.982009,7.515404939651489,0.0291155,0.511507,2200.0,40,392.5,16.3558,0.0,-0.0429487,2.79458,23.8697,0.266540116822,7.389479398727417,374.424558489,7.51540994644165
0.996545,16.11764907836914,-0.00544199,0.357883,3400.0,40,1875.0,16.839,900.0,-0.0774362,2.8237,26.9032,0.471463153919,8.449137449264526,650.672728797,8.598024845123291
0.995639,23.170817375183105,-0.0400178,0.0944415,4800.0,40,2642.5,16.7933,0.0,-0.0693557,2.82098,7.33819,0.522799825015,7.0044026374816895,1108.57735409,7.047853231430054
0.986497,30.26270890235901,-0.0140079,0.143815,4000.0,40,2425.0,16.4606,1100.0,-0.0515273,2.80097,5.45605,0.601134150257,7.036351680755615,776.77216737,7.087533950805664
0.983026,37.78350520133972,-0.0290031,0.172188,4800.0,40,2437.5,16.3457,100.0,-0.0729439,2.79396,24.2083,0.533970052244,7.449115514755249,1126.42964716,7.513874769210815
0.976116,44.79790115356445,-0.0205916,0.0609115,5800.0,40,2862.5,16.1104,500.0,-0.0430053,2.77946,4.40065,0.512411541529,6.940154075622559,1312.38094698,7.000983238220215
0.970771,51.67570424079895,-0.0264581,0.0537477,5000.0,40,2805.0,15.9454,500.0,-0.0506297,2.76917,7.21824,0.579539580319,6.8282694816589355,1160.16162667,6.866750717163086
