AverageReturn,ExplainedVariance,StdReturn,Perplexity,NumTrajs,MeanKL,ItrTime,TotalExecTime,AveragePolicyStd,Entropy,Time,LossBefore,LossAfter,MaxKL,MaxReturn,MinReturn
0.0,1,0.0,14.1457,20,0.0,11.423399448394775,11.330869436264038,0.917354,2.64941,11.42339301109314,-0.0,-0.0,0.0,0.0,0.0
0.0,1,0.0,14.1457,20,0.0,11.654388189315796,11.53032898902893,0.917354,2.64941,23.08169722557068,-0.0,-0.0,0.0,0.0,0.0
0.0,1,0.0,14.1457,20,0.0,11.618059158325195,11.421814203262329,0.917354,2.64941,34.70473051071167,-0.0,-0.0,0.0,0.0,0.0
0.0,1,0.0,14.1457,20,0.0,10.968618392944336,10.857099771499634,0.917354,2.64941,45.679943323135376,-0.0,-0.0,0.0,0.0,0.0
0.0,1,0.0,14.1457,20,0.0,11.837493419647217,11.787165880203247,0.917354,2.64941,57.52643632888794,-0.0,-0.0,0.0,0.0,0.0
0.0,1,0.0,14.1457,20,0.0,11.649497270584106,11.612174272537231,0.917354,2.64941,69.17990064620972,-0.0,-0.0,0.0,0.0,0.0
0.0,1,0.0,14.1457,20,0.0,11.515965223312378,11.472210884094238,0.917354,2.64941,80.70304489135742,-0.0,-0.0,0.0,0.0,0.0
