Entropy,MeanKL,StdReturn,LossAfter,MaxKL,LossBefore,TotalExecTime,Perplexity,ExplainedVariance,AverageReturn,MinReturn,ItrTime,AveragePolicyStd,MaxReturn,NumTrajs,Time
3.08155,0.0312543,735.187051029,-0.0021515,3.07995,-0.000596009,21.661761045455933,21.7921,0.282140228335,350.0,0.0,21.75251865386963,1.12957,2800.0,20,21.752516269683838
3.08095,0.0021958,995.728376617,0.00818799,0.670991,0.00992763,22.201477527618408,21.7791,0.225238091073,445.0,0.0,22.31199884414673,1.12923,3500.0,20,44.07212042808533
3.08592,0.00369392,1516.40199156,-0.00716589,0.123505,-0.00454499,19.058928966522217,21.8875,0.234812626183,605.0,0.0,19.201252460479736,1.13204,6900.0,20,63.27743220329285
3.08364,0.00100893,946.519941681,-0.00456294,0.295288,-0.00236006,17.364521503448486,21.8378,0.444853858395,410.0,0.0,17.450674057006836,1.13075,4100.0,20,80.73286151885986
3.08246,0.00215812,840.535543567,-0.00929479,0.0991657,-0.00710444,17.42127299308777,21.8121,0.270554594021,450.0,0.0,17.515408277511597,1.13009,3500.0,20,98.25556445121765
3.07891,0.0024443,648.459713475,-0.0052834,0.0776023,-0.0027832,17.425638437271118,21.7347,0.445856429455,350.0,0.0,17.50391173362732,1.12808,2200.0,20,115.76847314834595
3.07752,0.0,0.0,-0.0,0.0,-0.0,19.983108043670654,21.7045,1,0.0,0.0,20.055289030075073,1.12731,0.0,20,135.83059072494507
