AveragePolicyStd,MaxKL,LossAfter,MeanKL,MaxReturn,TotalExecTime,ItrTime,NumTrajs,MinReturn,Time,Perplexity,ExplainedVariance,StdReturn,AverageReturn,LossBefore,Entropy
1.00568,0.0,-0.0,0.0,0.0,15.842490434646606,16.108777046203613,20,0.0,16.108768701553345,17.2706,1,0.0,0.0,-0.0,2.849
1.00568,3.39057,0.0104971,0.032167,200.0,15.585160732269287,15.901335954666138,20,0.0,32.018521547317505,17.2706,0.0706763999674,43.5889894354,10.0,0.0149887,2.849
1.00943,0.0,-0.0,0.0,0.0,16.410443544387817,16.684858322143555,20,0.0,48.7263343334198,17.4005,1,0.0,0.0,-0.0,2.8565
1.00943,6.24051,0.0247682,0.052773,200.0,17.049022674560547,17.326838493347168,20,0.0,66.08104825019836,17.4005,0.0623946024635,72.6291952317,35.0,0.0279049,2.8565
1.01652,0.661562,-0.0118209,0.00674469,200.0,16.24494481086731,16.34063196182251,20,0.0,82.43346333503723,17.6449,0.11500510666,72.6291952317,35.0,-0.00841159,2.87045
1.01456,179.456,0.114616,1.48989,500.0,16.27373766899109,16.510666131973267,20,0.0,98.95213985443115,17.5709,0.0385811033203,110.0,30.0,-0.0197017,2.86624
1.00959,0.0,-0.0,0.0,0.0,16.033380031585693,16.301943063735962,20,0.0,115.25703144073486,17.3987,1,0.0,0.0,-0.0,2.85639
