Perplexity,MeanKL,Time,MinReturn,AverageReturn,MaxKL,AveragePolicyStd,LossBefore,MaxReturn,StdReturn,NumTrajs,ExplainedVariance,TotalExecTime,LossAfter,Entropy,ItrTime
14.1457,0.778042,11.708609104156494,11100.0,15750.0,2.76477,0.917354,0.0100663,21100.0,3047.86810738,20,0.733694502348,11.580100297927856,-0.0958492,2.64941,11.70861268043518
14.2889,0.134461,23.76201319694519,16200.0,19445.0,0.603445,0.922237,0.0171323,21300.0,1135.55052728,20,0.940176017473,11.946369171142578,-0.0253631,2.65948,12.047836303710938
14.4118,0.0112227,35.685850858688354,19700.0,20860.0,0.0786251,0.925684,-0.0202936,21700.0,580.0,20,0.985814493539,11.808819055557251,-0.0272451,2.66805,11.921009540557861
14.2663,0.00355536,47.98268747329712,19900.0,21070.0,0.0585207,0.920816,-0.00981953,21700.0,374.299345444,20,0.989532886372,12.159437894821167,-0.0129294,2.6579,12.293526649475098
14.1964,0.00903623,59.74377107620239,19400.0,20835.0,0.0415407,0.919015,-0.0165768,21700.0,627.116416625,20,0.983242774874,11.59402322769165,-0.023047,2.65299,11.744356393814087
14.0792,0.00879164,70.86654949188232,20500.0,21245.0,0.0919261,0.915728,-0.0169927,21700.0,283.68115905,20,0.990822004761,11.055235385894775,-0.0231787,2.6447,11.116241455078125
13.9601,0.0555422,82.07296895980835,19500.0,20825.0,0.625688,0.912308,-0.00349695,21500.0,545.779259408,20,0.985849620043,11.142849683761597,-0.0237977,2.63621,11.19801115989685
