MinReturn,Entropy,LossBefore,MaxReturn,MeanKL,StdReturn,AveragePolicyStd,ItrTime,Perplexity,LossAfter,Time,TotalExecTime,NumTrajs,MaxKL,AverageReturn,ExplainedVariance
1500.0,2.64941,-0.0014687,13900.0,0.527206,3771.45528941,0.917354,12.164647579193115,14.1457,-0.086682,12.16464114189148,12.00226902961731,20,1.53459,7275.0,0.305366910027
15900.0,2.64795,-0.0121091,22200.0,0.149192,1630.521389,0.917036,11.49088168144226,14.125,-0.0532971,23.677860498428345,11.377237319946289,20,0.546145,19680.0,0.891657332174
18300.0,2.64189,-0.00705915,23600.0,0.0398129,1432.44546144,0.914267,12.521701335906982,14.0397,-0.0271375,36.2043719291687,12.409698486328125,20,0.257494,20890.0,0.950325103588
18400.0,2.63836,-0.0332577,22700.0,0.00344708,1111.48549248,0.912947,12.108432531356812,13.9903,-0.0377947,48.316489934921265,11.945355653762817,20,0.0186004,21740.0,0.963533579514
19500.0,2.62173,-0.0167883,23400.0,0.215522,993.617129482,0.905524,11.628546237945557,13.7595,-0.0627208,59.95081901550293,11.446412086486816,20,0.700688,22015.0,0.971522487396
16500.0,2.61334,-0.0187868,22600.0,0.140296,1588.98552542,0.901495,10.174605369567871,13.6445,-0.060822,70.14550375938416,10.076709270477295,20,0.367023,18975.0,0.907129165752
19300.0,2.60394,-0.0487451,23000.0,0.151504,1065.5515004,0.897643,10.948375940322876,13.517,-0.084467,81.10047769546509,10.90322756767273,20,0.793313,21760.0,0.964731044341
