Perplexity,LossAfter,StdReturn,ExplainedVariance,TotalExecTime,MaxKL,ItrTime,AveragePolicyStd,Entropy,MeanKL,NumTrajs,Time,MinReturn,AverageReturn,MaxReturn,LossBefore
16.3558,-0.0645297,672.267617843,0.27106908151,7.5497887134552,30.1356,7.61756157875061,0.982009,2.79458,0.332887,40,7.617558240890503,0.0,417.5,2300.0,0.00115575
16.3747,-0.0538259,744.714710476,0.320149812061,7.612559080123901,4.8573,7.665026426315308,0.982943,2.79574,0.164626,40,15.287021160125732,0.0,1230.0,3000.0,-0.0111152
16.284,-0.055433,685.182457452,0.461339965654,7.135145425796509,3.8948,7.167194843292236,0.980155,2.79018,0.0965077,40,22.459230422973633,500.0,1755.0,3500.0,-0.0198943
16.1228,-0.0290903,910.18885403,0.511875449926,7.1280529499053955,1.1627,7.177811145782471,0.97492,2.78023,0.0661465,40,29.640208959579468,600.0,2517.5,4200.0,-0.00417167
16.0892,-0.0490259,869.353207851,0.576467366323,7.231214761734009,6.49164,7.312875747680664,0.973982,2.77815,0.077936,40,36.95889973640442,500.0,2285.0,4100.0,-0.025829
15.8827,-0.0686955,1027.29925046,0.541981149817,7.2945380210876465,94.5445,7.344383478164673,0.967627,2.76523,0.216304,40,44.31196165084839,100.0,2637.5,4500.0,-0.0243553
15.6905,-0.0441511,1192.21432637,0.562597534856,7.231994867324829,12.4111,7.317418813705444,0.961314,2.75306,0.106556,40,51.644564151763916,400.0,2775.0,4600.0,-0.0144549
