AverageReturn,TotalExecTime,LossBefore,MeanKL,ItrTime,NumTrajs,AveragePolicyStd,MinReturn,LossAfter,StdReturn,Perplexity,MaxKL,MaxReturn,Time,Entropy,ExplainedVariance
80.0,12.18752145767212,0.00808736,0.186802,12.33478593826294,20,0.930467,0.0,-0.021307,283.901391332,14.777,0.713143,1300.0,12.334776639938354,2.69307,0.036813163351
6805.0,11.273398637771606,-0.00218859,0.197472,11.324232578277588,20,0.934018,3600.0,-0.0544312,2568.74969586,14.897,1.15629,13700.0,23.662201642990112,2.70116,0.328657158356
21195.0,11.602905511856079,-0.0177685,0.0618941,11.641304731369019,20,0.933532,19000.0,-0.0393146,1257.16943965,14.8807,0.736408,22900.0,35.30752444267273,2.70007,0.952019440702
20695.0,11.6810142993927,-0.00352565,0.10124,11.716523885726929,20,0.929395,16300.0,-0.0324997,1431.59875664,14.7491,0.651773,22400.0,47.03281259536743,2.69118,0.927109587033
21110.0,11.802304029464722,-0.0184036,0.163863,11.84657907485962,20,0.92857,18000.0,-0.067134,1332.62898062,14.7231,1.16771,22900.0,58.89176678657532,2.68942,0.948719914793
19590.0,11.990234136581421,-0.011817,0.210681,12.043310403823853,20,0.92426,9400.0,-0.0624722,2830.17667293,14.5883,0.829653,22700.0,70.9403486251831,2.68022,0.799555066213
19525.0,11.654182195663452,-0.00447363,0.283345,11.770144939422607,20,0.921484,14900.0,-0.0653374,1856.03744574,14.5023,3.19078,21500.0,82.7323203086853,2.67431,0.879020936439
