LossAfter,Perplexity,MeanKL,Time,MaxReturn,MinReturn,ExplainedVariance,AveragePolicyStd,NumTrajs,MaxKL,AverageReturn,TotalExecTime,Entropy,ItrTime,StdReturn,LossBefore
-0.041251,14.777,0.289559,11.784094095230103,400.0,0.0,0.296730875802,0.930467,20,2.21894,80.0,11.715131998062134,2.69307,11.784101009368896,116.619037897,0.0137957
-0.0310827,14.9823,0.046522,22.981241941452026,300.0,200.0,0.887203583864,0.937029,20,0.889031,250.0,11.009196043014526,2.70687,11.187740564346313,50.0,-0.0187635
-0.025292,14.8424,0.11395,33.96599769592285,300.0,0.0,0.521354956892,0.932534,20,0.814556,160.0,10.815843343734741,2.69749,10.979581117630005,131.909059583,0.00965228
-0.019574,14.9142,0.0435724,45.86179232597351,500.0,200.0,0.859445319644,0.934817,20,0.923105,300.0,11.764855861663818,2.70231,11.887362718582153,77.4596669241,0.00223652
0.0030255,14.9309,0.0461897,57.77175712585449,800.0,0.0,0.776544367621,0.935488,20,0.457018,450.0,11.849371194839478,2.70343,11.9042329788208,174.642491966,0.0206602
-0.04821,15.0859,0.0786249,69.74166083335876,1200.0,500.0,0.856507896276,0.940521,20,0.411473,825.0,11.860324621200562,2.71376,11.938331842422485,207.062792408,-0.0254306
-0.0472147,14.8953,0.0948074,81.35187721252441,5600.0,700.0,0.412625279418,0.934657,20,0.609671,1855.0,11.480432987213135,2.70105,11.604544162750244,1309.3796241,-0.0204225
