NumTrajs,AveragePolicyStd,StdReturn,MaxKL,TotalExecTime,ItrTime,Time,MinReturn,Perplexity,ExplainedVariance,Entropy,MaxReturn,LossAfter,MeanKL,AverageReturn,LossBefore
20,0.949513,5078.21572996,1.33618,6.564415216445923,6.6413257122039795,6.6413209438323975,0.0,15.3903,0.335396831171,2.73374,17700.0,-0.072493,0.278139,8685.0,-0.0172127
20,0.941376,7998.62488182,0.121332,6.517441987991333,6.5736212730407715,13.222757339477539,0.0,15.1277,0.696017760637,2.71653,22600.0,-0.0114678,0.0367184,12300.0,-0.000116903
20,0.941306,5979.58819652,0.0615907,6.503682374954224,6.538152694702148,19.76803708076477,0.0,15.1268,0.818142971015,2.71647,22300.0,-0.0258166,0.0123601,15645.0,-0.0209296
20,0.936342,4254.3477761,0.111422,6.563473463058472,6.595168828964233,26.373178482055664,5800.0,14.9693,0.750526530818,2.706,22300.0,-0.0206187,0.0103156,16455.0,-0.0131063
20,0.933355,4876.66638186,0.467954,6.531009912490845,6.578805208206177,32.9633264541626,300.0,14.8715,0.857382333806,2.69945,22600.0,-0.0188352,0.0397368,17325.0,-0.00630364
20,0.931833,4821.76316299,0.314546,6.492839574813843,6.535467147827148,39.508145809173584,0.0,14.8247,0.772692438899,2.6963,22300.0,-0.0419337,0.0601685,16460.0,-0.0240059
20,0.926241,4235.38368982,0.43873,6.326981782913208,6.401842355728149,45.91767907142639,11200.0,14.6479,0.797973149359,2.68429,22800.0,-0.0235469,0.117706,17405.0,0.00601044
