MinReturn,ExplainedVariance,MeanKL,MaxKL,Perplexity,AverageReturn,StdReturn,LossBefore,LossAfter,NumTrajs,Time,MaxReturn,AveragePolicyStd,TotalExecTime,Entropy,ItrTime
500.0,0.91822162514,0.0885381,0.450203,14.8902,660.0,86.0232526704,-0.00828861,-0.0203121,20,10.903115510940552,800.0,0.935103,10.813423871994019,2.7007,10.903122901916504
600.0,0.915228536035,0.0252693,0.139314,14.7673,795.0,102.347447452,-0.0182336,-0.0256909,20,21.61335778236389,900.0,0.931348,10.650641202926636,2.69241,10.70399260520935
600.0,0.91139912827,0.0143458,0.0968302,14.6333,775.0,94.2072184071,0.00328137,-0.00282005,20,32.440685987472534,900.0,0.927181,10.78072190284729,2.6833,10.821747541427612
700.0,0.907994868343,0.0267635,0.178852,14.6573,940.0,142.828568571,0.00975553,0.00304419,20,43.35111093521118,1300.0,0.927986,10.86142110824585,2.68494,10.904707908630371
700.0,0.893395347879,0.0072339,0.216921,14.729,965.0,173.997126413,0.00280668,-0.00378936,20,54.45444178581238,1400.0,0.930398,11.003806829452515,2.68982,11.09616231918335
700.0,0.8985980547,0.00823822,0.0361509,14.7496,960.0,131.909059583,0.0088131,0.00553553,20,65.06777858734131,1200.0,0.931307,10.506377220153809,2.69122,10.602692127227783
700.0,0.876630782557,0.0791819,0.357858,14.8148,1155.0,247.941525364,0.000305589,-0.0186069,20,75.8993570804596,1700.0,0.933621,10.755844831466675,2.69563,10.820585489273071
