MaxKL,NumTrajs,MeanKL,MinReturn,Entropy,TotalExecTime,AveragePolicyStd,Time,MaxReturn,ItrTime,LossAfter,LossBefore,AverageReturn,Perplexity,ExplainedVariance,StdReturn
1.95493,20,0.814789,5400.0,2.56857,5.115791082382202,0.87453,5.182104587554932,14400.0,5.1821112632751465,-0.124955,-0.000415879,9955.0,13.0471,0.477760366254,2724.78898266
0.553226,20,0.275509,11800.0,2.56815,5.632088661193848,0.874785,10.887903928756714,20600.0,5.700761079788208,-0.0658853,-0.00141885,16440.0,13.0417,0.792423764592,2153.92664685
0.0173453,20,0.00697916,20700.0,2.56744,6.198450088500977,0.874428,17.130794763565063,21500.0,6.2316200733184814,0.000977617,0.00443328,21175.0,13.0325,0.993471910985,181.314643645
0.0249814,20,0.00449065,19700.0,2.56966,6.258603811264038,0.875261,23.438960790634155,21500.0,6.30286431312561,-0.0217583,-0.0185142,21150.0,13.0614,0.989304749876,422.492603486
0.0366366,20,0.012817,20400.0,2.5604,6.240205526351929,0.871185,29.74856424331665,21700.0,6.302899599075317,-0.0354618,-0.0296271,21290.0,12.941,0.992297828637,277.308492477
0.0946777,20,0.0228805,20700.0,2.54559,6.2423553466796875,0.86469,36.04119157791138,21700.0,6.288069486618042,-0.0100813,-0.00200236,21205.0,12.7507,0.992526863643,249.949994999
0.131813,20,0.0554884,20900.0,2.54459,6.514129161834717,0.864178,42.594717502593994,22000.0,6.546727895736694,-0.0111525,-0.000871113,21380.0,12.738,0.992882869126,263.818119165
