MaxReturn,MeanKL,LossBefore,StdReturn,LossAfter,Time,ItrTime,MaxKL,AverageReturn,TotalExecTime,ExplainedVariance,AveragePolicyStd,NumTrajs,Perplexity,MinReturn,Entropy
0.0,0.0,-0.0,0.0,-0.0,4.88458251953125,4.88458776473999,0.0,0.0,4.84246563911438,1,0.930467,20,14.777,0.0,2.69307
0.0,0.0,-0.0,0.0,-0.0,9.809258222579956,4.921859502792358,0.0,0.0,4.88262677192688,1,0.930467,20,14.777,0.0,2.69307
0.0,0.0,-0.0,0.0,-0.0,14.443548679351807,4.630943536758423,0.0,0.0,4.604669809341431,1,0.930467,20,14.777,0.0,2.69307
0.0,0.0,-0.0,0.0,-0.0,19.203556776046753,4.757623195648193,0.0,0.0,4.730485916137695,1,0.930467,20,14.777,0.0,2.69307
0.0,0.0,-0.0,0.0,-0.0,24.057252883911133,4.848586320877075,0.0,0.0,4.820810079574585,1,0.930467,20,14.777,0.0,2.69307
0.0,0.0,-0.0,0.0,-0.0,29.05377721786499,4.991687059402466,0.0,0.0,4.95762300491333,1,0.930467,20,14.777,0.0,2.69307
0.0,0.0,-0.0,0.0,-0.0,33.888447999954224,4.823047637939453,0.0,0.0,4.795034408569336,1,0.930467,20,14.777,0.0,2.69307
