StdReturn,MeanKL,LossAfter,MaxReturn,AveragePolicyStd,MinReturn,LossBefore,AverageReturn,Time,MaxKL,NumTrajs,ItrTime,TotalExecTime,Entropy,ExplainedVariance,Perplexity
543.225321575,1.77008,-0.209709,2700.0,0.982009,300.0,-0.00960107,987.5,5.111408710479736,58.1499,40,5.111414670944214,5.042201042175293,2.79458,0.332451979042,16.3558
2980.72872801,0.0485218,-0.0199471,7600.0,0.979186,0.0,0.00319297,3102.5,10.684122800827026,0.474061,40,5.567003488540649,5.494268178939819,2.78498,0.636487687773,16.1995
2764.3037098,0.312693,-0.129763,7600.0,0.980324,0.0,-0.0244677,3775.0,16.576207876205444,103.843,40,5.884422063827515,5.8490519523620605,2.78658,0.634567345644,16.2254
1740.91211725,0.201554,-0.0776181,7200.0,0.974177,300.0,-0.0179533,4935.0,22.28583598136902,13.9987,40,5.703148603439331,5.653612375259399,2.77435,0.731626808111,16.0281
1525.31758988,0.14361,-0.0143683,6600.0,0.970326,0.0,0.0154669,5212.5,27.606121063232422,32.5264,40,5.311873197555542,5.269154787063599,2.76537,0.815795728853,15.8849
2587.17510037,0.0512988,-0.01904,8200.0,0.974459,0.0,0.0104336,5405.0,33.44003200531006,2.44287,40,5.8245439529418945,5.780094146728516,2.7731,0.71282255426,16.0082
2229.93133302,0.0649593,-0.0526159,7900.0,0.976579,200.0,-0.0245592,6112.5,38.9596004486084,2.21912,40,5.515459060668945,5.438624620437622,2.77832,0.74997257249,16.0919
