MaxKL,TotalExecTime,Entropy,MinReturn,NumTrajs,MaxReturn,ExplainedVariance,Perplexity,ItrTime,StdReturn,AveragePolicyStd,LossBefore,LossAfter,AverageReturn,Time,MeanKL
37.8526,8.891796350479126,2.79458,0.0,40,2700.0,0.365573269816,16.3558,8.980554580688477,675.273092904,0.982009,-0.0200323,-0.262112,1347.5,8.980553388595581,2.18682
15.8566,7.155278921127319,2.77455,0.0,40,7500.0,0.603526266512,16.0314,7.210790395736694,2634.29188778,0.973928,0.0051708,-0.0513191,1847.5,16.19553279876709,0.17224
42.6461,7.544952392578125,2.77714,0.0,40,7900.0,0.672613927571,16.0729,7.619924306869507,2556.4611771,0.974901,-0.0210895,-0.0761992,4372.5,23.82298731803894,0.156694
7.93872,6.976698398590088,2.76659,900.0,40,7400.0,0.837143371776,15.9043,7.118399620056152,1372.95074566,0.969946,-0.0417542,-0.0967615,5272.5,30.951106548309326,0.162679
18.1297,7.375243425369263,2.74571,1800.0,40,6700.0,0.850890162635,15.5757,7.419686794281006,1097.81316716,0.960004,-0.0250133,-0.0547493,5432.5,38.375164270401,0.0459203
2.95835,7.259060382843018,2.73321,0.0,40,7300.0,0.820926183995,15.3821,7.339899063110352,1718.45861166,0.954154,4.52287e-05,-0.032125,5480.0,45.71855020523071,0.0669165
8.78514,7.389290809631348,2.73323,700.0,40,7600.0,0.821018327444,15.3825,7.463037014007568,1624.45183062,0.95359,-0.00330796,-0.0411131,5937.5,53.18649220466614,0.147582
