Entropy,StdReturn,MeanKL,MinReturn,ExplainedVariance,LossAfter,TotalExecTime,AverageReturn,MaxReturn,Perplexity,Time,AveragePolicyStd,NumTrajs,MaxKL,LossBefore,ItrTime
2.46033,637.102817448,0.0731614,300.0,0.716953991784,-0.00946708,8.007961750030518,1290.0,2300.0,11.7087,8.069621801376343,0.828509,20,0.350454,0.00556917,8.069628238677979
2.4659,221.979728804,0.00305699,1300.0,0.858398479537,-0.00426771,7.989672899246216,1715.0,2200.0,11.7741,16.126091480255127,0.831035,20,0.0442476,-0.00160776,8.052340030670166
2.4651,245.509673944,0.0220591,1200.0,0.905371727947,-0.000315728,7.7111546993255615,1615.0,2000.0,11.7646,23.93400740623474,0.830768,20,0.0821448,0.00759015,7.8030829429626465
2.46889,257.439313237,0.00166483,1100.0,0.896266984217,0.00488483,7.694587230682373,1865.0,2300.0,11.8093,31.667938709259033,0.832297,20,0.0144558,0.00653848,7.731699705123901
2.47216,451.774279923,0.000870594,0.0,0.849254129518,0.00125672,7.791498422622681,1570.0,2000.0,11.848,39.50913906097412,0.83379,20,0.00476101,0.00310905,7.836657524108887
2.47371,251.79356624,0.00319828,1000.0,0.895845288308,-0.021755,7.88421368598938,1840.0,2200.0,11.8664,47.44767904281616,0.834659,20,0.0255239,-0.0196476,7.932702541351318
2.46389,360.555127546,0.0137873,600.0,0.887374151866,-0.0173296,8.274734020233154,1800.0,2300.0,11.7504,55.7596378326416,0.830545,20,0.0611851,-0.0121208,8.307735681533813
