AverageReturn,MaxReturn,NumTrajs,Time,MaxKL,LossAfter,ItrTime,Perplexity,LossBefore,MinReturn,Entropy,ExplainedVariance,AveragePolicyStd,TotalExecTime,MeanKL,StdReturn
3645.0,9000.0,20,7.192786931991577,0.436854,-0.0405102,7.192791938781738,14.7277,0.00482618,200.0,2.68973,0.149505247776,0.929406,7.085072994232178,0.20554,2588.91386492
11915.0,18800.0,20,19.10049819946289,0.0961027,-0.0454974,11.902476072311401,14.799,-0.0243057,5100.0,2.69456,0.52622960038,0.931785,11.814072608947754,0.0547591,3483.28508739
11835.0,18000.0,20,28.3651385307312,0.092945,-0.0381062,9.261178493499756,14.6202,-0.0182598,4300.0,2.6824,0.502805709202,0.926123,9.197587251663208,0.0473276,3688.66845894
13815.0,18100.0,20,34.903071641922,0.110794,-0.0557073,6.534167289733887,14.4873,-0.0319577,9500.0,2.67327,0.702796315193,0.922115,6.4686524868011475,0.0629722,2381.65383715
14255.0,18800.0,20,41.74742889404297,0.178433,-0.0306779,6.840114593505859,14.2577,0.0014871,10900.0,2.65729,0.751952030973,0.914705,6.758375883102417,0.0859718,2263.06760836
10020.0,15900.0,20,48.1314857006073,0.32449,-0.0738021,6.381633520126343,14.2683,-0.0185285,3900.0,2.65804,0.514340162027,0.914961,6.342647075653076,0.154185,3429.81049039
9910.0,15200.0,20,54.48854613304138,0.201245,-0.069422,6.344130992889404,14.1367,-0.0319619,4500.0,2.64877,0.538565647777,0.910544,6.312502145767212,0.0940533,2641.00359712
