Perplexity,Entropy,TotalExecTime,Time,LossAfter,AveragePolicyStd,MaxReturn,NumTrajs,StdReturn,MeanKL,AverageReturn,MinReturn,LossBefore,ExplainedVariance,MaxKL,ItrTime
15.4937,2.74043,5.110610485076904,5.1701977252960205,-0.0711069,0.95435,8800.0,20,2390.37653938,0.400751,3610.0,0.0,0.0121336,0.167079127861,0.885871,5.1702024936676025
15.6828,2.75257,4.967393636703491,10.19028615951538,-0.0483481,0.960667,20900.0,20,2131.45490217,0.117838,17770.0,13900.0,-0.011707,0.833812834906,0.322467,5.0150535106658936
15.5913,2.74671,5.102249622344971,15.331808805465698,-0.0340416,0.958122,20900.0,20,1472.91377888,0.013682,19295.0,15600.0,-0.0279802,0.928568312544,0.0613724,5.134936332702637
15.3747,2.73272,5.1356751918792725,20.50366187095642,-0.0249057,0.951266,20900.0,20,954.777460982,0.040103,19720.0,17400.0,-0.0140529,0.959496052662,0.100407,5.167489528656006
15.267,2.7257,5.1864893436431885,25.741930723190308,-0.0667185,0.94844,21200.0,20,1915.9527656,0.233755,18725.0,15100.0,-0.0160247,0.891697412762,1.19082,5.232338905334473
15.1452,2.71768,5.18246603012085,30.987612009048462,-0.0873182,0.944562,19100.0,20,1773.21036541,0.204713,15785.0,12700.0,-0.0390656,0.794609973027,0.512392,5.237054824829102
14.8522,2.69815,9.477826356887817,40.49892020225525,-0.052327,0.935304,21000.0,20,1699.19834039,0.0673024,18935.0,13600.0,-0.0394158,0.920798140319,0.342314,9.508575677871704
