MaxReturn,MinReturn,MeanKL,TotalExecTime,Perplexity,AveragePolicyStd,MaxKL,LossAfter,ExplainedVariance,NumTrajs,AverageReturn,StdReturn,Entropy,Time,ItrTime,LossBefore
100.0,0.0,0.0427329,17.88271689414978,14.8902,0.935103,0.297285,-0.00477412,0.0779907548541,20,10.0,30.0,2.7007,17.981109380722046,17.98111629486084,0.00465531
1700.0,0.0,0.154652,17.926584482192993,14.9597,0.937764,1.11936,-0.068362,0.680630894887,20,785.0,449.749930517,2.70536,36.081153869628906,18.091423749923706,-0.0196088
4400.0,900.0,0.104591,18.02594566345215,14.8137,0.933162,0.334029,-0.0167757,0.385403663181,20,2025.0,936.949838572,2.69555,54.19485020637512,18.105189085006714,0.00614303
22200.0,6200.0,0.36644,17.17601728439331,14.8593,0.934688,1.10083,-0.0826564,0.421678097329,20,14570.0,3733.24255842,2.69863,71.43445754051208,17.23295283317566,-0.00615443
42600.0,39300.0,0.0225881,16.784647226333618,14.8136,0.933232,0.172867,-0.0284061,0.980437091204,20,41740.0,875.44274513,2.69555,88.31887316703796,16.873661994934082,-0.0197263
42800.0,41300.0,0.00234512,16.82839298248291,14.6682,0.928627,0.0135684,-0.0184932,0.986585139306,20,41885.0,327.528624703,2.68568,105.22218179702759,16.889503002166748,-0.0167294
42600.0,41100.0,0.00974857,16.891042709350586,14.5461,0.924779,0.0559206,-0.0058356,0.989448254973,20,41905.0,401.839520207,2.67732,122.21699357032776,16.986196041107178,-0.00248657
