LossAfter,Time,ExplainedVariance,TotalExecTime,NumTrajs,Entropy,Perplexity,MaxKL,MeanKL,StdReturn,AveragePolicyStd,MaxReturn,MinReturn,ItrTime,LossBefore,AverageReturn
-0.0,10.670163869857788,1,10.587095260620117,20,2.83788,17.0795,0.0,0.0,0.0,1.0,0.0,0.0,10.670169353485107,-0.0,0.0
0.424249,21.350498914718628,0.0878292086269,10.575479507446289,20,2.83788,17.0795,298.078,3.96751,152.561463024,1.0,700.0,0.0,10.676050662994385,-0.0164173,35.0
-0.0,32.69596862792969,1,11.155789375305176,20,2.82967,16.9398,0.0,0.0,0.0,0.995904,0.0,0.0,11.34093451499939,-0.0,0.0
-0.0,44.7260046005249,1,11.983842372894287,20,2.82967,16.9398,0.0,0.0,0.0,0.995904,0.0,0.0,12.021922826766968,-0.0,0.0
-3.2002,56.6318039894104,0.147017382662,11.850258111953735,20,2.82967,16.9398,2473.53,38.5048,95.3939201417,0.995904,400.0,0.0,11.89672040939331,-0.00618343,30.0
0.0909965,68.76231908798218,0.175679312361,11.966167688369751,20,2.82658,16.8875,31.3012,0.52064,273.678643668,0.994366,1000.0,0.0,12.1258864402771,0.0145977,110.0
-0.0223034,80.59911298751831,0.0896242259017,11.647521495819092,20,2.83388,17.0113,16.4779,0.283793,435.77517139,0.998004,2000.0,0.0,11.811524629592896,-0.00936023,110.0
