Entropy,StdReturn,MaxReturn,Perplexity,AverageReturn,LossBefore,LossAfter,MeanKL,NumTrajs,ExplainedVariance,MinReturn,Time,TotalExecTime,ItrTime,AveragePolicyStd,MaxKL
2.84233,5883.30476858,20700.0,17.1557,11865.0,-0.019582,-0.087728,0.497764,20,0.557810688053,0.0,10.657908916473389,10.572874069213867,10.657914400100708,1.00326,1.90361
2.82275,0.0,0.0,16.823,0.0,-0.0,-0.0,0.0,20,1,0.0,21.009559154510498,10.290708065032959,10.347068786621094,0.993356,0.0
2.82275,0.0,0.0,16.823,0.0,-0.0,-0.0,0.0,20,1,0.0,31.72291350364685,10.658023118972778,10.70862340927124,0.993356,0.0
2.82275,108.972473589,500.0,16.823,25.0,-0.0164182,-0.0307564,0.0143962,20,0.171777456825,0.0,41.97463941574097,10.207452297210693,10.247266292572021,0.993356,0.455283
2.81454,1408.5808461,6200.0,16.6855,770.0,-0.0214685,-0.0324513,0.042242,20,0.251502283464,0.0,52.59156799316406,10.537810325622559,10.612347602844238,0.989408,0.136598
2.8038,3936.10213282,13100.0,16.5073,4990.0,-0.0167287,-0.0471171,0.123331,20,0.421625122284,0.0,63.23436975479126,10.581183910369873,10.635795593261719,0.984173,0.313147
2.79544,6372.94868958,32800.0,16.3698,21355.0,-0.00165179,-0.0206947,0.0634671,20,0.64518699212,0.0,73.79757905006409,10.501275300979614,10.55646824836731,0.980124,0.175137
