Entropy,AveragePolicyStd,ExplainedVariance,Time,MinReturn,NumTrajs,LossBefore,MeanKL,Perplexity,MaxKL,MaxReturn,LossAfter,ItrTime,AverageReturn,TotalExecTime,StdReturn
2.7481,0.956152,0.305606376949,32.18648886680603,0.0,20,-0.000344762,0.0859521,15.613,0.465998,12200.0,-0.0153931,32.186490535736084,2185.0,31.645150899887085,3293.06468202
2.74776,0.955942,0.788149348132,66.48188662528992,0.0,20,0.00667818,0.061867,15.6076,0.222615,45900.0,-0.0134376,34.27892303466797,22640.0,33.93903422355652,16110.7541723
2.7511,0.957547,0.872418088904,98.86128830909729,0.0,20,0.00557894,0.0214266,15.6598,0.125136,48600.0,-0.00192048,32.366499185562134,30860.0,32.181605100631714,18372.5175194
2.75389,0.958888,0.800462206782,131.5109305381775,0.0,20,-0.00349103,0.0326882,15.7036,0.195364,45700.0,-0.0123843,32.64740538597107,33275.0,32.33906579017639,16176.8314265
2.75214,0.958042,0.865601094134,165.59181928634644,0.0,20,-0.00227475,0.0115917,15.6762,0.0401705,47900.0,-0.00602955,34.057769775390625,19910.0,33.74140906333923,20222.5839101
2.751,0.957495,0.882827259389,197.80218887329102,0.0,20,-0.0226511,0.00715387,15.6584,0.0596781,49700.0,-0.0256981,32.187214374542236,31760.0,31.90119171142578,20948.7565263
2.73968,0.952091,0.877794687623,228.54724645614624,0.0,20,-0.0200722,0.024075,15.482,0.113464,49400.0,-0.0308111,30.742084741592407,35145.0,30.51767373085022,18728.2800865
