0AverageReturn,1Perplexity,1MinReturn,MeanKLBefore,1MaxReturn,0MaxReturn,ComputeUpdatedDistTime,0ProcessExecTime,1Entropy,Time,0EnvExecTime,0MinReturn,dLoss,ItrTime,1ExplainedVariance,1AveragePolicyStd,0NumTrajs,1NumTrajs,0Entropy,0StdReturn,1PolicyExecTime,0PolicyExecTime,LossAfter,MeanKL,0ExplainedVariance,1EnvExecTime,1StdReturn,1ProcessExecTime,0AveragePolicyStd,0Perplexity,LossBefore,1AverageReturn
43.5833333333,16.9733,0.0,-1.86264492719e-09,2600.0,2100.0,0.8536651134490967,0.754260778427124,2.83164,106.66021132469177,16.39896273612976,0.0,0.00606518564746,106.66021347045898,0.242763151356,0.996892,1200,1200,2.83788,238.450888841,40.4380886554718,26.586353302001953,-0.00606518611312,0.00987708196044,0.104010806684,16.30379819869995,446.556259676,0.7362227439880371,1.0,17.0795,-4.65661287308e-10,141.583333333
49.1666666667,16.7315,0.0,-2.32830554836e-09,2600.0,2000.0,0.09304213523864746,0.761599063873291,2.81729,212.93097734451294,16.203261852264404,0.0,0.00700276694261,103.9737458229065,0.279224426115,0.989802,1200,1200,2.81837,225.23907052,39.28309726715088,26.019731998443604,-0.0070027676411,0.00902447570115,0.128536954981,16.52686071395874,547.749023783,0.7704708576202393,0.990313,16.7495,-6.98491930962e-10,214.583333333
53.1666666667,16.5857,0.0,-9.31323684839e-10,2600.0,2300.0,0.10883784294128418,0.7663798332214355,2.80854,321.0646047592163,16.46061658859253,0.0,0.00670536479447,105.6514904499054,0.269954092635,0.985447,1200,1200,2.81521,246.927733468,37.69188189506531,29.79291319847107,-0.00670536421239,0.00723092630506,0.106052071288,16.52903175354004,571.493559797,0.7588751316070557,0.988734,16.6968,5.82076609135e-10,238.666666667
59.5833333333,16.3811,0.0,1.16415599383e-09,2800.0,2200.0,0.10429048538208008,0.7529623508453369,2.79613,429.9498851299286,16.02969765663147,0.0,0.00479742372409,106.40619778633118,0.304616384117,0.97937,1200,1200,2.80144,274.908760117,41.69222807884216,26.915321588516235,-0.00479742279276,0.00749291293323,0.0913147664204,16.512000799179077,704.603414853,0.7674570083618164,0.981957,16.4683,9.31322574615e-10,319.166666667
81.6666666667,16.1397,0.0,3.16649497734e-08,2600.0,2100.0,0.10578083992004395,0.7796025276184082,2.78128,536.8697063922882,16.39439868927002,0.0,0.00536171440035,104.46297550201416,0.311640617328,0.972111,1200,1200,2.77771,300.30077515,39.09972357749939,27.07867693901062,-0.00536171300337,0.00704879267141,0.10873724248,16.57857632637024,698.629367444,0.7719385623931885,0.970369,16.0821,1.39698386192e-09,349.416666667
101.916666667,15.5358,0.0,7.91624810148e-09,2700.0,2300.0,0.10415244102478027,0.7673976421356201,2.74314,641.6463756561279,16.12110733985901,0.0,0.00456144229975,102.4581971168518,0.287428967709,0.953838,1200,1200,2.75341,350.292249018,37.06531095504761,27.6798095703125,-0.00456144101918,0.00700565101579,0.156013460251,16.37177062034607,699.890388243,0.7369096279144287,0.958688,15.696,1.2805685401e-09,336.333333333
117.166666667,14.9642,0.0,6.51925713413e-09,2900.0,2400.0,0.10227799415588379,0.7634150981903076,2.70566,748.5694899559021,16.108542442321777,0.0,0.00603460666753,104.53074216842651,0.257079232259,0.936066,1200,1200,2.71691,388.915550673,39.35459542274475,27.41345238685608,-0.00603460753337,0.00747841177508,0.139901907155,16.48762273788452,672.650597553,0.7470648288726807,0.941334,15.1334,-8.65838956088e-10,323.083333333
110.833333333,14.934,0.0,3.72528874415e-09,2700.0,2200.0,0.09859514236450195,0.7857000827789307,2.70364,860.9068789482117,16.34886145591736,0.0,0.00425576185808,110.0258424282074,0.290628721494,0.935263,1200,1200,2.7122,362.835094162,45.24797320365906,25.57656240463257,-0.0042557627894,0.00959762837738,0.0941122410723,17.59823203086853,775.81111676,0.8289580345153809,0.939182,15.0624,-9.31322574615e-10,400.666666667
133.416666667,14.9113,0.0,-3.72528941028e-09,2800.0,2300.0,0.09281682968139648,0.8327968120574951,2.70212,980.5378897190094,17.383333921432495,0.0,0.00434655537538,117.4718656539917,0.293440245398,0.934448,1200,1200,2.70998,412.300448365,43.929569244384766,32.670255184173584,-0.00434655509889,0.00618892256171,0.0956739622952,17.821298122406006,852.792650974,0.8346676826477051,0.938088,15.029,2.76486389339e-10,482.833333333
163.833333333,14.8132,0.0,3.72529163073e-09,2900.0,2200.0,0.09580540657043457,0.8428144454956055,2.69552,1100.944179058075,17.33344554901123,0.0,0.00522031313449,118.11989665031433,0.382006826304,0.931379,1200,1200,2.7004,456.463184593,44.606008768081665,33.37330150604248,-0.00522031355649,0.00669266004115,0.101877420994,17.431344985961914,945.532991962,0.8155703544616699,0.933622,14.8858,-4.22005541623e-10,609.166666667
162.333333333,14.4398,0.0,-2.79396505931e-08,2800.0,2200.0,0.10148167610168457,0.8426120281219482,2.66999,1218.9761390686035,17.20599627494812,0.0,0.0054622667376,115.23672199249268,0.363517589631,0.919619,1200,1200,2.68323,439.03062409,45.45469832420349,29.8550124168396,-0.00546226836741,0.00985466875136,0.0987952193993,17.23302721977234,969.732208167,0.8139848709106445,0.925665,14.6322,-1.62981450558e-09,548.333333333
182.5,14.7296,0.0,1.86264736968e-09,2800.0,2200.0,0.10266876220703125,0.8320343494415283,2.68986,1337.574407339096,17.358689546585083,0.0,0.00362778955605,116.2694239616394,0.367820363981,0.928715,1200,1200,2.69695,454.489182123,43.686766386032104,32.281835079193115,-0.00362778757699,0.00579871470109,0.0810696519238,17.31828236579895,940.145954981,0.8057804107666016,0.931975,14.8345,1.97906047106e-09,631.5
175.5,14.6171,0.0,2.77555756156e-17,2800.0,2200.0,0.10274386405944824,0.825186014175415,2.68219,1458.2273588180542,17.072471141815186,0.0,0.00433467811672,118.02468156814575,0.404241802057,0.925169,1200,1200,2.68745,456.252579901,43.91208600997925,33.878262758255005,-0.0043346779421,0.00719139678404,0.100072900691,17.65229821205139,1014.93590383,0.8221642971038818,0.927572,14.6941,1.7462298274e-10,745.333333333
178.833333333,14.1582,0.0,-1.86264137447e-09,2900.0,2200.0,0.09343528747558594,0.849191427230835,2.65029,1577.007470369339,17.14132285118103,0.0,0.00451351075026,116.09418272972107,0.436866766088,0.910499,1200,1200,2.65028,461.954513153,45.164984941482544,30.611715078353882,-0.0045135114342,0.00811796355993,0.0882438754914,17.40507745742798,1028.51240675,0.8290021419525146,0.910471,14.158,-6.83940015733e-10,756.75
