LossAfter,Perplexity,MaxKL,Time,MinReturn,MeanKL,ItrTime,TotalExecTime,ExplainedVariance,MaxReturn,LossBefore,NumTrajs,AveragePolicyStd,Entropy,AverageReturn,StdReturn
-0.0,14.5788,0.0,12.39551568031311,0.0,0.0,12.395520210266113,12.308098793029785,1,0.0,-0.0,20,0.92455,2.67957,0.0,0.0
-0.0,14.5788,0.0,24.77775526046753,0.0,0.0,12.375703811645508,12.277844667434692,1,0.0,-0.0,20,0.92455,2.67957,0.0,0.0
-0.0,14.5788,0.0,36.75952696800232,0.0,0.0,11.978184223175049,11.907682657241821,1,0.0,-0.0,20,0.92455,2.67957,0.0,0.0
-0.0,14.5788,0.0,48.90072059631348,0.0,0.0,12.130304098129272,12.086977481842041,1,0.0,-0.0,20,0.92455,2.67957,0.0,0.0
-0.0,14.5788,0.0,61.35753583908081,0.0,0.0,12.434859275817871,12.305022954940796,1,0.0,-0.0,20,0.92455,2.67957,0.0,0.0
-0.0,14.5788,0.0,73.7079074382782,0.0,0.0,12.342174053192139,12.245590925216675,1,0.0,-0.0,20,0.92455,2.67957,0.0,0.0
-0.0,14.5788,0.0,85.56369304656982,0.0,0.0,11.85122299194336,11.772445440292358,1,0.0,-0.0,20,0.92455,2.67957,0.0,0.0
