LossAfter,Perplexity,NumTrajs,MinReturn,MeanKL,TotalExecTime,Entropy,MaxReturn,MaxKL,ItrTime,LossBefore,Time,ExplainedVariance,AverageReturn,StdReturn,AveragePolicyStd
-0.0,15.3903,20,0.0,0.0,6.745053291320801,2.73374,0.0,0.0,6.824427604675293,-0.0,6.824424505233765,1,0.0,0.0,0.949513
-0.0133805,15.3903,20,0.0,0.0573563,6.670947074890137,2.73374,1300.0,0.575977,6.752136707305908,0.01206,13.581190824508667,0.0766786724265,65.0,283.32843133,0.949513
0.0104377,15.4834,20,0.0,0.0285611,6.357012033462524,2.73977,2100.0,0.866052,6.4166460037231445,0.015604,20.001020908355713,0.489233632977,535.0,732.307995313,0.952241
0.0174061,15.6047,20,0.0,0.0127766,6.547576189041138,2.74757,2200.0,0.114808,6.631008625030518,0.0242512,26.63720417022705,0.607754066832,965.0,753.176606116,0.956027
-0.0169725,15.795,20,0.0,0.0186179,6.144205093383789,2.7597,2300.0,0.124727,6.1774303913116455,-0.00729319,32.82094669342041,0.669172199543,1060.0,727.598790543,0.961847
-0.00954357,15.7375,20,0.0,0.0612516,6.502209663391113,2.75605,8000.0,0.692736,6.53607702255249,0.00768767,39.36579990386963,0.483264171899,1095.0,1726.40522474,0.960093
-0.00143064,15.7982,20,0.0,0.00385056,6.39108943939209,2.75989,16800.0,0.0625033,6.43266749382019,0.00332188,45.80511140823364,0.72245896879,1725.0,3535.65764745,0.961888
