MaxKL,MeanKL,LossAfter,AveragePolicyStd,Time,NumTrajs,LossBefore,StdReturn,AverageReturn,ItrTime,Entropy,ExplainedVariance,Perplexity,TotalExecTime,MinReturn,MaxReturn
2.1129,0.12608,-0.0212718,0.949513,11.349747657775879,20,0.00511526,266.270539114,110.0,11.349754333496094,2.73374,0.292071100052,15.3903,11.264390468597412,0.0,900.0
0.125006,0.0105517,0.00800009,0.951928,23.099769592285156,20,0.0165424,1183.89188696,1480.0,11.742716550827026,2.73885,0.495059058177,15.4692,11.678413391113281,0.0,4200.0
1.48401,0.0750784,-0.0389644,0.955926,35.23306322097778,20,-0.00403422,1554.99196139,1700.0,12.125269651412964,2.74713,0.40880624641,15.5977,11.918537378311157,0.0,5200.0
0.339002,0.0687698,-0.0260682,0.954987,47.17656636238098,20,-0.0109827,1040.42058803,1495.0,11.93708610534668,2.74511,0.558145059611,15.5663,11.83519196510315,0.0,3700.0
0.271288,0.0102086,0.00689658,0.952282,58.77307748794556,20,0.0126969,1778.33489534,1855.0,11.58845829963684,2.73962,0.593731229036,15.481,11.553860664367676,900.0,9000.0
1.27856,0.118141,-0.0551271,0.955257,70.21589732170105,20,-0.0209419,3133.92326007,3145.0,11.438863277435303,2.74596,0.701258832392,15.5796,11.40256953239441,1000.0,12000.0
0.416807,0.0313156,-0.0167453,0.950282,81.8797287940979,20,-0.00400129,1018.62652626,1780.0,11.65723705291748,2.73549,0.751060353219,15.4174,11.622772216796875,0.0,3300.0
