Perplexity,StdReturn,AveragePolicyStd,MeanKL,LossAfter,ExplainedVariance,NumTrajs,MaxKL,TotalExecTime,ItrTime,Time,AverageReturn,MaxReturn,Entropy,LossBefore,MinReturn
15.2117,153.622914957,0.947542,0.193137,-0.0401231,0.50268086074,20,2.73954,5.413331508636475,5.524526357650757,5.524523735046387,180.0,400.0,2.72206,-0.00318286,0.0
15.1633,114.455231423,0.945977,0.026581,-0.0130139,0.858392091086,20,0.21682,5.163350820541382,5.214966773986816,10.742416381835938,370.0,500.0,2.71888,0.00119899,0.0
15.1724,66.8954408013,0.946286,0.00743861,-0.0110553,0.925099717451,20,0.104446,5.68805193901062,5.774500370025635,16.520079135894775,445.0,600.0,2.71948,-0.00621347,300.0
15.1253,62.2494979899,0.944921,0.0118236,-0.00150238,0.934448333085,20,0.309124,5.40532660484314,5.440449237823486,21.964149713516235,475.0,600.0,2.71637,0.00435695,400.0
15.1583,67.8232998313,0.945907,0.00997437,-0.0112311,0.935094754592,20,0.142518,5.6965484619140625,5.737188100814819,27.71517848968506,580.0,700.0,2.71855,-0.00134208,500.0
15.1482,55.6776436283,0.945451,0.00481461,0.0073022,0.935707419861,20,0.0315698,5.860564708709717,5.91150426864624,33.63516187667847,530.0,700.0,2.71788,0.0103235,500.0
15.2266,62.2494979899,0.948217,0.0227508,-0.02516,0.928059324766,20,0.213248,5.7139527797698975,5.755555629730225,39.398491621017456,575.0,700.0,2.72304,-0.0163399,400.0
