Perplexity,AveragePolicyStd,Entropy,AverageReturn,NumTrajs,ExplainedVariance,LossAfter,MaxReturn,MeanKL,Time,LossBefore,TotalExecTime,ItrTime,MaxKL,StdReturn,MinReturn
14.5788,0.92455,2.67957,940.0,20,0.425064361957,-0.017524,7100.0,0.057792,12.500612497329712,-0.000241189,12.409493446350098,12.50061821937561,0.777005,1767.59723919,0.0
14.5752,0.92424,2.67932,2825.0,20,0.600082204163,-0.0339336,18400.0,0.0140391,24.46142816543579,-0.025234,11.82887601852417,11.951075553894043,0.238773,5529.81690474,0.0
14.3925,0.918446,2.66671,2925.0,20,0.788935386276,-0.0314751,20000.0,0.049215,36.75322699546814,-0.0130901,12.180113077163696,12.286088228225708,0.656287,6964.68771734,0.0
14.2986,0.915554,2.66016,17415.0,20,0.738518919095,-0.0207287,34300.0,0.0531145,49.05820870399475,-0.00434228,12.222240447998047,12.28803038597107,0.764398,10869.0972486,0.0
14.2676,0.91456,2.65799,29625.0,20,0.736109342443,-0.050141,36500.0,0.0719101,61.37076115608215,-0.0269958,12.133837938308716,12.307977437973022,0.35688,3765.48469656,19100.0
14.0763,0.908361,2.64449,29825.0,20,0.763916978118,-0.0169241,39400.0,0.0748082,73.62221813201904,0.00223674,12.182492733001709,12.247573375701904,0.48426,8286.00476708,0.0
14.0921,0.908911,2.64561,36930.0,20,0.900939737191,-0.0488191,40900.0,0.150996,85.66484236717224,-0.0127155,11.952017784118652,12.037538528442383,1.04961,3426.67477301,25000.0
