AveragePolicyStd,Entropy,TotalExecTime,AverageReturn,NumTrajs,StdReturn,ItrTime,LossAfter,Time,ExplainedVariance,Perplexity,LossBefore,MinReturn,MeanKL,MaxKL,MaxReturn
0.805297,2.40341,4.845697641372681,1177.5,40,564.130968836,4.942044019699097,-0.163334,4.942041397094727,0.395951144493,11.0609,0.0421429,200.0,1.54397,19.6976,2600.0
0.822769,2.44555,4.539403438568115,3790.0,40,1184.44079633,4.607935905456543,-0.111903,9.552675485610962,0.696404029226,11.5369,-0.0124133,100.0,0.346574,1.58063,5400.0
0.820076,2.43935,5.23264741897583,5865.0,40,738.088748051,5.29063606262207,-0.107436,14.85666298866272,0.89473986546,11.4656,-0.0595453,4500.0,0.14508,2.18766,7500.0
0.807719,2.40958,4.823181867599487,5935.0,40,1249.30980945,4.871401786804199,-0.0998705,19.736775636672974,0.853819611623,11.1292,-0.0551272,0.0,0.128516,0.728566,7700.0
0.796603,2.38201,4.852891206741333,6157.5,40,1037.27708449,4.890022039413452,-0.0747993,24.637412309646606,0.87058331766,10.8267,-0.0346033,2200.0,0.125183,1.41826,7500.0
0.789685,2.36471,4.558355331420898,6295.0,40,775.870478882,4.603493690490723,-0.148658,29.247886657714844,0.909377678009,10.641,-0.0554871,3900.0,0.345656,15.5461,7500.0
0.778653,2.33697,4.7397613525390625,5720.0,40,1653.36021484,4.791349411010742,-0.073287,34.044618368148804,0.784820630076,10.3498,-0.0315537,1600.0,0.140681,2.41991,7900.0
