AverageReturn,AveragePolicyStd,MaxKL,MaxReturn,NumTrajs,MinReturn,LossBefore,ExplainedVariance,MeanKL,StdReturn,TotalExecTime,LossAfter,Entropy,Perplexity,Time,ItrTime
425.0,1.00326,0.184549,4000.0,20,0.0,0.00284685,0.328137361278,0.0357562,1075.11627278,8.610611915588379,-0.00698564,2.84233,17.1557,8.69652247428894,8.69652771949768
3855.0,1.00459,0.119773,15700.0,20,0.0,0.000727218,0.661959981214,0.0409933,5395.69040995,8.248200178146362,-0.017405,2.84518,17.2046,17.02409863471985,8.323715448379517
24940.0,1.00468,0.119595,35300.0,20,0.0,-0.0057054,0.838376697966,0.0398334,10384.9121325,8.53783106803894,-0.0171805,2.84554,17.2108,25.599796772003174,8.572003602981567
25045.0,1.00315,0.136775,34600.0,20,0.0,-0.0213464,0.826871775904,0.0581176,10953.5142762,8.428114175796509,-0.0345903,2.84269,17.1618,34.072673320770264,8.469205141067505
25290.0,0.997895,0.535001,34400.0,20,17500.0,-0.0184277,0.736557743926,0.259847,4072.57903545,8.256837129592896,-0.0735006,2.83201,16.9796,42.38236212730408,8.297818660736084
1135.0,0.993368,0.384735,15800.0,20,0.0,0.0174697,0.526238522191,0.10783,3548.84136022,8.61665415763855,-0.00513471,2.8228,16.8239,51.04802322387695,8.662117719650269
12325.0,0.997779,0.341305,28400.0,20,0.0,-0.013476,0.655865989647,0.117101,6945.85307936,8.467860221862793,-0.0435866,2.83154,16.9715,59.552311420440674,8.500495910644531
