MaxReturn,AverageReturn,TotalExecTime,NumTrajs,MeanKL,ItrTime,AveragePolicyStd,ExplainedVariance,LossAfter,Perplexity,StdReturn,MinReturn,Entropy,Time,LossBefore,MaxKL
0.0,0.0,14.558504104614258,20,0.0,14.838201522827148,1.00568,1,-0.0,17.2706,0.0,0.0,2.849,14.83819842338562,-0.0,0.0
0.0,0.0,14.233991622924805,20,0.0,14.55608320236206,1.00568,1,-0.0,17.2706,0.0,0.0,2.849,29.39883804321289,-0.0,0.0
0.0,0.0,12.877819299697876,20,0.0,12.983460426330566,1.00568,1,-0.0,17.2706,0.0,0.0,2.849,42.41498136520386,-0.0,0.0
0.0,0.0,13.860491037368774,20,0.0,13.898144483566284,1.00568,1,-0.0,17.2706,0.0,0.0,2.849,56.331422328948975,-0.0,0.0
400.0,40.0,13.92262053489685,20,0.0238784,14.070132493972778,1.00568,0.223314221534,-0.014683,17.2706,106.77078252,0.0,2.849,70.41001605987549,0.000885468,4.7852
0.0,0.0,14.432101964950562,20,0.0,14.607093334197998,1.00588,1,-0.0,17.2782,0.0,0.0,2.84945,85.02512216567993,-0.0,0.0
1100.0,55.0,14.535762786865234,20,0.830313,14.614017009735107,1.00588,0.0973524000191,-0.0889676,17.2782,239.739441895,0.0,2.84945,99.66017842292786,0.00254927,93.1135
