0PolicyExecTime,1StdReturn,1AverageReturn,1Perplexity,dLoss,1EnvExecTime,0MinReturn,1NumTrajs,Time,1PolicyExecTime,MeanKLBefore,ComputeUpdatedDistTime,MeanKL,0ProcessExecTime,1Entropy,1ProcessExecTime,1MaxReturn,1AveragePolicyStd,0Perplexity,1MinReturn,1ExplainedVariance,0EnvExecTime,0AveragePolicyStd,ItrTime,0AverageReturn,0ExplainedVariance,0StdReturn,0MaxReturn,0NumTrajs,0Entropy,LossBefore,LossAfter
151.31967616081238,724.525663797,117.25,17.1077,0.00137411058677,139.97073101997375,0.0,2000,701.8044040203094,221.7841579914093,-2.14641127094e-09,1.1922149658203125,0.00810157135129,6.424624681472778,2.83953,5.703934907913208,12100.0,1.00083,17.0794,0.0,0.0581770579346,151.73791980743408,1.0,701.804404258728,115.85,0.0552236760031,800.23982499,12600.0,2000,2.83788,-4.58385329694e-10,-0.00137411104515
