MinReturn,AveragePolicyStd,Perplexity,LossAfter,LossBefore,MaxKL,StdReturn,Entropy,ExplainedVariance,AverageReturn,NumTrajs,MaxReturn,MeanKL,TotalExecTime,ItrTime,Time
200.0,0.917354,14.1457,-0.0224371,-0.0032448,0.582467,277.983812478,2.64941,0.817023384443,1035.0,20,1600.0,0.0205745,11.944483280181885,12.072815179824829,12.072808980941772
0.0,0.914344,14.0999,-0.00431181,0.00542539,0.202589,472.096388463,2.64617,0.740008875896,1125.0,20,1800.0,0.0140525,11.381004571914673,11.470607280731201,23.54814076423645
0.0,0.915686,14.1382,-0.0285667,-0.00876784,0.90036,530.353655592,2.64888,0.640024686866,885.0,20,2000.0,0.0661789,11.494235277175903,11.59595537185669,35.14745259284973
0.0,0.913909,14.0764,-0.00485582,0.0116862,0.452122,344.093010682,2.6445,0.78122715946,940.0,20,1500.0,0.0389129,11.847523212432861,11.958893299102783,47.12491774559021
400.0,0.916361,14.1589,-0.0111733,-0.00308369,0.234067,176.847391838,2.65034,0.865934567386,915.0,20,1400.0,0.0177588,11.793755531311035,11.905999422073364,59.03476643562317
800.0,0.91525,14.1371,0.0119973,0.0223472,0.0785419,160.0,2.6488,0.870836655821,1020.0,20,1500.0,0.0206859,11.987098932266235,12.08063268661499,71.12207627296448
800.0,0.91999,14.2959,-0.0223413,-0.00693437,0.404348,94.3398113206,2.65997,0.889684670736,990.0,20,1200.0,0.0220264,11.936401128768921,12.034596681594849,83.16175842285156
