MeanKL,NumTrajs,LossBefore,AveragePolicyStd,MaxKL,Time,Entropy,StdReturn,MinReturn,Perplexity,ExplainedVariance,LossAfter,TotalExecTime,ItrTime,MaxReturn,AverageReturn
0.132551,20,-0.0108196,0.95435,0.804545,6.570900917053223,2.74043,328.024389337,0.0,15.4937,0.118955619287,-0.0452899,6.482643127441406,6.570905447006226,1100.0,120.0
0.0628371,20,-0.017071,0.949737,0.52823,12.878230094909668,2.72961,686.221538572,0.0,15.327,0.528520568651,-0.0448083,6.251617193222046,6.304064512252808,2800.0,890.0
0.0826242,20,-0.00737446,0.945764,0.153318,19.22570514678955,2.72108,1317.04214056,1000.0,15.1967,0.439038717443,-0.0380057,6.3005897998809814,6.341277360916138,6400.0,2420.0
0.11163,20,0.0158272,0.944467,0.28587,25.938758611679077,2.71739,2162.97827081,8400.0,15.1408,0.648558753215,-0.0217932,6.667882680892944,6.707184314727783,17100.0,13095.0
0.0271394,20,-0.00705666,0.947727,0.102025,32.139068603515625,2.7253,8082.51817196,0.0,15.2611,0.832930235729,-0.0198434,6.143956899642944,6.197281360626221,22300.0,15930.0
0.0251023,20,-0.00325177,0.946273,0.0745557,38.47446012496948,2.72178,4523.54672796,0.0,15.2073,0.877984795212,-0.010949,6.297977924346924,6.328207731246948,22200.0,19245.0
0.0240182,20,0.00584202,0.945738,0.0841505,44.68872928619385,2.72015,684.744477889,19800.0,15.1826,0.985377635115,-0.00187975,6.162065505981445,6.204803466796875,22500.0,21325.0
