LossBefore,ExplainedVariance,AverageReturn,Perplexity,AveragePolicyStd,TotalExecTime,Time,NumTrajs,StdReturn,MaxKL,MeanKL,ItrTime,MaxReturn,LossAfter,Entropy,MinReturn
-0.0,1,0.0,14.8902,0.935103,12.173433542251587,12.251399993896484,20,0.0,0.0,0.0,12.25140643119812,0.0,-0.0,2.7007,0.0
-0.0,1,0.0,14.8902,0.935103,12.143298864364624,24.50732445716858,20,0.0,0.0,0.0,12.249327182769775,0.0,-0.0,2.7007,0.0
-0.0,1,0.0,14.8902,0.935103,12.553019046783447,37.17308259010315,20,0.0,0.0,0.0,12.66130805015564,0.0,-0.0,2.7007,0.0
-0.0,1,0.0,14.8902,0.935103,11.886230707168579,49.194602966308594,20,0.0,0.0,0.0,11.997169017791748,0.0,-0.0,2.7007,0.0
-0.0,1,0.0,14.8902,0.935103,11.841184616088867,61.11830019950867,20,0.0,0.0,0.0,11.918178796768188,0.0,-0.0,2.7007,0.0
-0.0,1,0.0,14.8902,0.935103,11.93233609199524,73.11340951919556,20,0.0,0.0,0.0,11.988578796386719,0.0,-0.0,2.7007,0.0
-0.0,1,0.0,14.8902,0.935103,12.197272062301636,85.38282895088196,20,0.0,0.0,0.0,12.254690170288086,0.0,-0.0,2.7007,0.0
