LossAfter,AveragePolicyStd,AverageReturn,MaxReturn,MinReturn,LossBefore,StdReturn,NumTrajs,Entropy,ItrTime,MeanKL,Time,MaxKL,TotalExecTime,Perplexity,ExplainedVariance
-0.0466588,0.982009,152.5,1000.0,0.0,0.0216968,231.287159177,40,2.79458,4.854109764099121,0.465346,4.854105234146118,42.3007,4.750822305679321,16.3558,0.0268321317973
-0.0346905,0.991777,1040.0,3200.0,0.0,0.00602455,542.58639865,40,2.81628,4.618962049484253,0.117443,9.476984977722168,2.98164,4.578042268753052,16.7146,0.340713701258
-0.0396241,0.993571,1640.0,3300.0,600.0,-0.0059196,636.710295189,40,2.81929,4.635726451873779,0.120352,14.1181001663208,3.63522,4.60202693939209,16.765,0.425297533792
-0.0319474,0.992076,2362.5,4300.0,400.0,-0.0181494,1001.67047975,40,2.81633,4.7885050773620605,0.0271097,18.913739442825317,3.73476,4.7482194900512695,16.7154,0.505730670472
-0.100075,0.987369,2470.0,4300.0,1000.0,-0.0377711,885.211839053,40,2.80726,4.418814659118652,0.226348,23.34112310409546,5.43719,4.354254245758057,16.5644,0.494894601556
-0.0884416,0.978116,2097.5,4400.0,0.0,-0.0320962,1052.49406174,40,2.78837,4.674994707107544,0.222899,28.022210836410522,15.3514,4.636176824569702,16.2545,0.545486456796
-0.0301085,0.969946,3225.0,6500.0,500.0,0.00297049,1252.94652719,40,2.77232,4.706261157989502,0.102126,32.739166498184204,3.68324,4.65457010269165,15.9958,0.530668827061
